time,Occupancy[3rdFlrSZ],Occupancy[3rdMT],Occupancy[2ndFlrNZ],Occupancy[2ndFlrSZ],Occupancy[2ndFlrMT1],Occupancy[2ndFlrMT2],Occupancy[1stFlrNZ],Occupancy[1stFlrSZ1],Occupancy[1stFlrSZ2],Occupancy[1stFlrMT1],Occupancy[1stFlrMT2],Occupancy[GndFlrKT],Occupancy[GndFlrMT1],Occupancy[GndFlrMT2]
6649200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6652800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6656400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6667200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6674400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6678000,0,0,0,0,0,0,0,0,0,0,0,3,3,1
6681600,1,0,1,1,0,0,1,1,1,0,0,5,4,1
6685200,3,0,3,3,0,0,3,3,3,0,0,5,14,2
6688800,11,1,11,11,1,1,11,11,11,1,1,6,23,2
6692400,14,2,14,14,2,2,14,14,14,2,2,3,11,3
6696000,13,2,13,13,2,2,13,13,13,2,2,4,5,2
6699600,11,1,11,11,1,1,11,11,11,1,1,15,4,1
6703200,8,0,8,8,0,0,8,8,8,0,0,8,3,1
6706800,11,1,11,11,1,1,11,11,11,1,1,0,4,1
6710400,11,1,11,11,1,1,11,11,11,1,1,0,3,0
6714000,11,0,11,11,0,0,11,11,11,0,0,0,3,0
6717600,10,0,10,10,0,0,10,10,10,0,0,3,3,0
6721200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6724800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6735600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6739200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6746400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6760800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6764400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6771600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6789600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6804000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6825600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6832800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6836400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6847200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6850800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6858000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6861600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6865200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937200,1,0,1,1,0,0,1,1,1,0,0,7,6,3
6940800,1,1,1,1,1,1,1,1,1,1,1,9,7,3
6944400,5,1,5,5,1,1,5,5,5,1,1,9,7,4
6948000,12,2,12,12,2,2,12,12,12,2,2,9,7,4
6951600,12,3,12,12,3,3,12,12,12,3,3,5,6,5
6955200,11,2,11,11,2,2,11,11,11,2,2,6,5,3
6958800,11,2,11,11,2,2,11,11,11,2,2,18,7,2
6962400,9,1,9,9,1,1,9,9,9,1,1,11,6,1
6966000,11,2,11,11,2,2,11,11,11,2,2,0,2,1
6969600,11,1,11,11,1,1,11,11,11,1,1,0,9,2
6973200,11,2,11,11,2,2,11,11,11,2,2,0,14,2
6976800,9,1,9,9,1,1,9,9,9,1,1,0,10,2
6980400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7016400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023600,1,0,1,1,0,0,1,1,1,0,0,5,4,2
7027200,2,0,2,2,0,0,2,2,2,0,0,7,5,2
7030800,7,1,7,7,1,1,7,7,7,1,1,8,7,3
7034400,14,2,14,14,2,2,14,14,14,2,2,9,18,8
7038000,15,2,15,15,2,2,15,15,15,2,2,6,18,12
7041600,13,2,13,13,2,2,13,13,13,2,2,6,15,10
7045200,11,1,11,11,1,1,11,11,11,1,1,20,10,5
7048800,8,2,8,8,2,2,8,8,8,2,2,7,6,5
7052400,10,2,10,10,2,2,10,10,10,2,2,0,8,5
7056000,12,2,12,12,2,2,12,12,12,2,2,0,6,2
7059600,13,1,13,13,1,1,13,13,13,1,1,0,4,1
7063200,10,0,10,10,0,0,10,10,10,0,0,0,2,1
7066800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7084800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110000,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7113600,1,0,1,1,0,0,1,1,1,0,0,6,4,2
7117200,5,1,5,5,1,1,5,5,5,1,1,6,15,2
7120800,14,1,14,14,1,1,14,14,14,1,1,7,26,3
7124400,14,2,14,14,2,2,14,14,14,2,2,5,20,3
7128000,17,2,17,17,2,2,17,17,17,2,2,5,14,5
7131600,17,2,17,17,2,2,17,17,17,2,2,17,9,11
7135200,16,1,16,16,1,1,16,16,16,1,1,9,5,6
7138800,14,1,14,14,1,1,14,14,14,1,1,0,6,1
7142400,16,1,16,16,1,1,16,16,16,1,1,0,4,1
7146000,16,1,16,16,1,1,16,16,16,1,1,1,3,1
7149600,13,1,13,13,1,1,13,13,13,1,1,2,2,1
7153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196400,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7200000,1,0,1,1,0,0,1,1,1,0,0,5,3,2
7203600,4,1,4,4,1,1,4,4,4,1,1,5,4,2
7207200,13,1,13,13,1,1,13,13,13,1,1,6,4,3
7210800,16,1,16,16,1,1,16,16,16,1,1,4,5,3
7214400,15,1,15,15,1,1,15,15,15,1,1,6,5,2
7218000,13,1,13,13,1,1,13,13,13,1,1,17,5,1
7221600,9,0,9,9,0,0,9,9,9,0,0,8,4,1
7225200,10,1,10,10,1,1,10,10,10,1,1,0,2,1
7228800,13,1,13,13,1,1,13,13,13,1,1,0,0,0
7232400,12,1,12,12,1,1,12,12,12,1,1,1,0,0
7236000,9,1,9,9,1,1,9,9,9,1,1,3,1,2
7239600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7250400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7257600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282800,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7286400,1,0,1,1,0,0,1,1,1,0,0,5,4,1
7290000,3,0,3,3,0,0,3,3,3,0,0,5,14,2
7293600,11,1,11,11,1,1,11,11,11,1,1,6,23,2
7297200,14,2,14,14,2,2,14,14,14,2,2,3,11,3
7300800,13,2,13,13,2,2,13,13,13,2,2,4,5,2
7304400,11,1,11,11,1,1,11,11,11,1,1,15,4,1
7308000,8,0,8,8,0,0,8,8,8,0,0,8,3,1
7311600,11,1,11,11,1,1,11,11,11,1,1,0,4,1
7315200,11,1,11,11,1,1,11,11,11,1,1,0,3,0
7318800,11,0,11,11,0,0,11,11,11,0,0,0,3,0
7322400,10,0,10,10,0,0,10,10,10,0,0,3,3,0
7326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7329600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7333200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7336800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7344000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7347600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7351200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7354800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7358400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7376400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7383600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7387200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7390800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7394400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7408800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7412400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7426800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7430400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7444800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7452000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7459200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7477200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7480800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7484400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7491600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7495200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7498800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7502400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7520400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7531200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7534800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7538400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542000,1,0,1,1,0,0,1,1,1,0,0,7,6,3
7545600,1,1,1,1,1,1,1,1,1,1,1,9,7,3
7549200,5,1,5,5,1,1,5,5,5,1,1,9,7,4
7552800,12,2,12,12,2,2,12,12,12,2,2,9,7,4
7556400,12,3,12,12,3,3,12,12,12,3,3,5,6,5
7560000,11,2,11,11,2,2,11,11,11,2,2,6,5,3
7563600,11,2,11,11,2,2,11,11,11,2,2,18,7,2
7567200,9,1,9,9,1,1,9,9,9,1,1,11,6,1
7570800,11,2,11,11,2,2,11,11,11,2,2,0,2,1
7574400,11,1,11,11,1,1,11,11,11,1,1,0,9,2
7578000,11,2,11,11,2,2,11,11,11,2,2,0,14,2
7581600,9,1,9,9,1,1,9,9,9,1,1,0,10,2
7585200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7588800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7596000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7599600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7606800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7610400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7614000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7617600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7624800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628400,1,0,1,1,0,0,1,1,1,0,0,5,4,2
7632000,2,0,2,2,0,0,2,2,2,0,0,7,5,2
7635600,7,1,7,7,1,1,7,7,7,1,1,8,7,3
7639200,14,2,14,14,2,2,14,14,14,2,2,9,18,8
7642800,15,2,15,15,2,2,15,15,15,2,2,6,18,12
7646400,13,2,13,13,2,2,13,13,13,2,2,6,15,10
7650000,11,1,11,11,1,1,11,11,11,1,1,20,10,5
7653600,8,2,8,8,2,2,8,8,8,2,2,7,6,5
7657200,10,2,10,10,2,2,10,10,10,2,2,0,8,5
7660800,12,2,12,12,2,2,12,12,12,2,2,0,6,2
7664400,13,1,13,13,1,1,13,13,13,1,1,0,4,1
7668000,10,0,10,10,0,0,10,10,10,0,0,0,2,1
7671600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7675200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7678800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7686000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7689600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7693200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7707600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7711200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7714800,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7718400,1,0,1,1,0,0,1,1,1,0,0,6,4,2
7722000,5,1,5,5,1,1,5,5,5,1,1,6,15,2
7725600,14,1,14,14,1,1,14,14,14,1,1,7,26,3
7729200,14,2,14,14,2,2,14,14,14,2,2,5,20,3
7732800,17,2,17,17,2,2,17,17,17,2,2,5,14,5
7736400,17,2,17,17,2,2,17,17,17,2,2,17,9,11
7740000,16,1,16,16,1,1,16,16,16,1,1,9,5,6
7743600,14,1,14,14,1,1,14,14,14,1,1,0,6,1
7747200,16,1,16,16,1,1,16,16,16,1,1,0,4,1
7750800,16,1,16,16,1,1,16,16,16,1,1,1,3,1
7754400,13,1,13,13,1,1,13,13,13,1,1,2,2,1
7758000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7765200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7772400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7794000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7801200,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7804800,1,0,1,1,0,0,1,1,1,0,0,5,3,2
7808400,4,1,4,4,1,1,4,4,4,1,1,5,4,2
7812000,13,1,13,13,1,1,13,13,13,1,1,6,4,3
7815600,16,1,16,16,1,1,16,16,16,1,1,4,5,3
7819200,15,1,15,15,1,1,15,15,15,1,1,6,5,2
7822800,13,1,13,13,1,1,13,13,13,1,1,17,5,1
7826400,9,0,9,9,0,0,9,9,9,0,0,8,4,1
7830000,10,1,10,10,1,1,10,10,10,1,1,0,2,1
7833600,13,1,13,13,1,1,13,13,13,1,1,0,0,0
7837200,12,1,12,12,1,1,12,12,12,1,1,1,0,0
7840800,9,1,9,9,1,1,9,9,9,1,1,3,1,2
7844400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7851600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7855200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7858800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7862400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7866000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7869600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7873200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7876800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7880400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7887600,0,0,0,0,0,0,0,0,0,0,0,3,3,1
7891200,1,0,1,1,0,0,1,1,1,0,0,5,4,1
7894800,3,0,3,3,0,0,3,3,3,0,0,5,14,2
7898400,11,1,11,11,1,1,11,11,11,1,1,6,23,2
7902000,14,2,14,14,2,2,14,14,14,2,2,3,11,3
7905600,13,2,13,13,2,2,13,13,13,2,2,4,5,2
7909200,11,1,11,11,1,1,11,11,11,1,1,15,4,1
7912800,8,0,8,8,0,0,8,8,8,0,0,8,3,1
7916400,11,1,11,11,1,1,11,11,11,1,1,0,4,1
7920000,11,1,11,11,1,1,11,11,11,1,1,0,3,0
7923600,11,0,11,11,0,0,11,11,11,0,0,0,3,0
7927200,10,0,10,10,0,0,10,10,10,0,0,3,3,0
7930800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7934400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7938000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7941600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7945200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7948800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7952400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7956000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7959600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7963200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7966800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7974000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7981200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7984800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7988400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7992000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7995600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7999200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8031600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8035200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8038800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8046000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8049600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8056800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8060400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8071200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8074800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8078400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8085600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8103600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8107200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8114400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8128800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8132400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8139600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8143200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8146800,1,0,1,1,0,0,1,1,1,0,0,7,6,3
8150400,1,1,1,1,1,1,1,1,1,1,1,9,7,3
8154000,5,1,5,5,1,1,5,5,5,1,1,9,7,4
8157600,12,2,12,12,2,2,12,12,12,2,2,9,7,4
8161200,12,3,12,12,3,3,12,12,12,3,3,5,6,5
8164800,11,2,11,11,2,2,11,11,11,2,2,6,5,3
8168400,11,2,11,11,2,2,11,11,11,2,2,18,7,2
8172000,9,1,9,9,1,1,9,9,9,1,1,11,6,1
8175600,11,2,11,11,2,2,11,11,11,2,2,0,2,1
8179200,11,1,11,11,1,1,11,11,11,1,1,0,9,2
8182800,11,2,11,11,2,2,11,11,11,2,2,0,14,2
8186400,9,1,9,9,1,1,9,9,9,1,1,0,10,2
8190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
