time,UpperCO2[3rdFlrSZ],UpperCO2[3rdMT],UpperCO2[2ndFlrNZ],UpperCO2[2ndFlrSZ],UpperCO2[2ndFlrMT1],UpperCO2[2ndFlrMT2],UpperCO2[1stFlrNZ],UpperCO2[1stFlrSZ1],UpperCO2[1stFlrSZ2],UpperCO2[1stFlrMT1],UpperCO2[1stFlrMT2],UpperCO2[GndFlrKT],UpperCO2[GndFlrMT1],UpperCO2[GndFlrMT2]
6242400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6246000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6249600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6253200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6256800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6260400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6264000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6267600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6271200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6274800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6278400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6282000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6285600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6289200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6292800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6296400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6300000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6303600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6307200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6310800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6314400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6318000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6321600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6325200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6328800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6332400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6336000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6339600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6343200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6346800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6350400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6354000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6357600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6361200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6364800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6368400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6372000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6375600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6379200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6382800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6386400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6390000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6393600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6397200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6400800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6404400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6408000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6411600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6415200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6418800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6422400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6426000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6429600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6433200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6436800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6440400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6444000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6447600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6451200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6454800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6458400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6462000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6465600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6469200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6472800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6476400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6480000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6483600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6487200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6490800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6494400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6498000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6501600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6505200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6508800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6512400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6516000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6519600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6523200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6526800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6530400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6534000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6537600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6541200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6544800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6548400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6552000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6555600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6559200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6562800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6566400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6570000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6573600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6577200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6580800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6584400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6588000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6591600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6595200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6598800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6602400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6606000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6609600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6613200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6616800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6620400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6624000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6627600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6631200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6634800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6638400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6642000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6645600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6649200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6652800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6656400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6660000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6663600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6667200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6670800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6674400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6678000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6681600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6685200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6688800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6692400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6696000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6699600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6703200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6706800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6710400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6714000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6717600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6721200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6724800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6728400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6732000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6735600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6739200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6742800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6746400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6750000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6753600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6757200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6760800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6764400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6768000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6771600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6775200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6778800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6782400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6786000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6789600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6793200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6796800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6800400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6804000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6807600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6811200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6814800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6818400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6822000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6825600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6829200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6832800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6836400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6840000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6843600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6847200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6850800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6854400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6858000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6861600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6865200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6868800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6872400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6876000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6879600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6883200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6886800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6890400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6894000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6897600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6901200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6904800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6908400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6912000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6915600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6919200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6922800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6926400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6930000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6933600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6937200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6940800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6944400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6948000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6951600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6955200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6958800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6962400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6966000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6969600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6973200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6976800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6980400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6984000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6987600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6991200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6994800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
6998400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7002000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7005600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7009200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7012800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7016400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7020000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7023600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7027200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7030800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7034400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7038000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7041600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7045200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7048800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7052400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7056000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7059600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7063200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7066800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7070400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7074000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7077600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7081200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7084800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7088400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7092000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7095600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7099200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7102800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7106400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7110000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7113600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7117200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7120800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7124400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7128000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7131600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7135200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7138800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7142400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7146000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7149600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7153200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7156800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7160400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7164000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7167600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7171200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7174800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7178400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7182000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7185600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7189200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7192800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7196400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7200000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7203600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7207200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7210800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7214400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7218000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7221600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7225200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7228800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7232400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7236000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7239600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7243200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7246800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7250400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7254000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7257600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7261200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7264800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7268400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7272000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7275600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7279200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7282800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7286400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7290000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7293600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7297200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7300800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7304400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7308000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7311600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7315200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7318800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7322400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7326000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7329600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7333200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7336800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7340400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7344000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7347600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7351200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7354800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7358400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7362000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7365600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7369200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7372800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7376400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7380000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7383600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7387200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7390800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7394400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7398000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7401600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7405200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7408800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7412400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7416000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7419600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7423200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7426800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7430400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7434000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7437600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7441200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7444800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7448400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7452000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7455600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7459200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7462800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7466400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7470000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7473600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7477200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7480800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7484400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7488000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7491600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7495200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7498800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7502400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7506000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7509600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7513200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7516800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7520400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7524000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7527600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7531200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7534800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7538400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7542000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7545600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7549200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7552800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7556400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7560000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7563600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7567200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7570800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7574400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7578000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7581600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7585200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7588800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7592400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7596000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7599600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7603200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7606800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7610400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7614000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7617600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7621200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7624800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7628400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7632000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7635600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7639200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7642800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7646400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7650000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7653600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7657200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7660800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7664400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7668000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7671600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7675200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7678800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7682400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7686000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7689600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7693200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7696800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7700400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7704000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7707600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7711200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7714800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7718400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7722000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7725600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7729200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7732800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7736400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7740000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7743600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7747200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7750800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7754400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7758000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7761600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7765200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7768800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7772400,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7776000,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7779600,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7783200,900,900,900,900,900,900,900,900,900,900,900,900,900,900
7786800,900,900,900,900,900,900,900,900,900,900,900,900,900,900
