time,LowerSetp[3rdFlrSZ],UpperSetp[3rdFlrSZ],LowerSetp[3rdMT],UpperSetp[3rdFlrMT],LowerSetp[2ndFlrNZ],UpperSetp[2ndFlrNZ],LowerSetp[2ndFlrSZ],UpperSetp[2ndFlrSZ],LowerSetp[2ndFlrMT1],UpperSetp[2ndFlrMT1],LowerSetp[2ndFlrMT2],UpperSetp[2ndFlrMT2],LowerSetp[1stFlrNZ],UpperSetp[1stFlrNZ],LowerSetp[1stFlrSZ1],UpperSetp[1stFlrSZ1],LowerSetp[1stFlrSZ2],UpperSetp[1stFlrSZ2],LowerSetp[1stFlrMT1],UpperSetp[1stFlrMT1],LowerSetp[1stFlrMT2],UpperSetp[1stFlrMT2],LowerSetp[GndFlrKT],UpperSetp[GndFlrKT],LowerSetp[GndFlrMT1],UpperSetp[GndFlrMT1],LowerSetp[GndFlrMT2],UpperSetp[GndFlrMT2]
3398400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3402000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3405600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3409200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3412800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3416400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3420000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3423600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3427200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3430800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3434400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3438000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3441600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3445200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3448800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3452400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3456000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3459600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3463200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3466800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3470400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3474000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3477600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3481200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3484800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3488400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3492000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3495600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3499200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3502800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3506400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3510000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3513600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3517200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3520800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3524400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3528000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3531600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3535200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3538800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3542400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3546000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3549600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3553200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3556800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3560400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3564000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3567600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3571200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3574800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3578400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3582000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3585600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3589200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3592800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3596400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3600000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3603600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3607200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3610800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3614400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3618000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3621600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3625200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3628800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3632400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3636000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3639600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3643200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3646800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3650400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3654000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3657600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3661200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3664800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3668400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3672000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3675600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3679200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3682800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3686400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3690000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3693600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3697200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3700800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3704400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3708000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3711600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3715200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3718800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3722400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3726000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3729600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3733200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3736800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3740400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3744000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3747600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3751200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3754800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3758400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3762000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3765600,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3769200,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3772800,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3776400,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3780000,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65,296.65,293.65
3783600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3787200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3790800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3794400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3798000,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3801600,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3805200,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3808800,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
3812400,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65,301.65,288.65
