time,EmissionsElectricPower
6411600,0.42
6415200,0.42
6418800,0.42
6422400,0.42
6426000,0.42
6429600,0.42
6433200,0.42
6436800,0.42
6440400,0.42
6444000,0.42
6447600,0.42
6451200,0.42
6454800,0.42
6458400,0.42
6462000,0.42
6465600,0.42
6469200,0.42
6472800,0.42
6476400,0.42
6480000,0.42
6483600,0.42
6487200,0.42
6490800,0.42
6494400,0.42
6498000,0.42
6501600,0.42
6505200,0.42
6508800,0.42
6512400,0.42
6516000,0.42
6519600,0.42
6523200,0.42
6526800,0.42
6530400,0.42
6534000,0.42
6537600,0.42
6541200,0.42
6544800,0.42
6548400,0.42
6552000,0.42
6555600,0.42
6559200,0.42
6562800,0.42
6566400,0.42
6570000,0.42
6573600,0.42
6577200,0.42
6580800,0.42
6584400,0.42
6588000,0.42
6591600,0.42
6595200,0.42
6598800,0.42
6602400,0.42
6606000,0.42
6609600,0.42
6613200,0.42
6616800,0.42
6620400,0.42
6624000,0.42
6627600,0.42
6631200,0.42
6634800,0.42
6638400,0.42
6642000,0.42
6645600,0.42
6649200,0.42
6652800,0.42
6656400,0.42
6660000,0.42
6663600,0.42
6667200,0.42
6670800,0.42
6674400,0.42
6678000,0.42
6681600,0.42
6685200,0.42
6688800,0.42
6692400,0.42
6696000,0.42
6699600,0.42
6703200,0.42
6706800,0.42
6710400,0.42
6714000,0.42
6717600,0.42
6721200,0.42
6724800,0.42
6728400,0.42
6732000,0.42
6735600,0.42
6739200,0.42
6742800,0.42
6746400,0.42
6750000,0.42
6753600,0.42
6757200,0.42
6760800,0.42
6764400,0.42
6768000,0.42
6771600,0.42
6775200,0.42
6778800,0.42
6782400,0.42
6786000,0.42
6789600,0.42
6793200,0.42
6796800,0.42
6800400,0.42
6804000,0.42
6807600,0.42
6811200,0.42
6814800,0.42
6818400,0.42
6822000,0.42
6825600,0.42
6829200,0.42
6832800,0.42
6836400,0.42
6840000,0.42
6843600,0.42
6847200,0.42
6850800,0.42
6854400,0.42
6858000,0.42
6861600,0.42
6865200,0.42
6868800,0.42
6872400,0.42
6876000,0.42
6879600,0.42
6883200,0.42
6886800,0.42
6890400,0.42
6894000,0.42
6897600,0.42
6901200,0.42
6904800,0.42
6908400,0.42
6912000,0.42
6915600,0.42
6919200,0.42
6922800,0.42
6926400,0.42
6930000,0.42
6933600,0.42
6937200,0.42
6940800,0.42
6944400,0.42
6948000,0.42
6951600,0.42
6955200,0.42
6958800,0.42
6962400,0.42
6966000,0.42
6969600,0.42
6973200,0.42
6976800,0.42
6980400,0.42
6984000,0.42
6987600,0.42
6991200,0.42
6994800,0.42
6998400,0.42
7002000,0.42
7005600,0.42
7009200,0.42
7012800,0.42
7016400,0.42
7020000,0.42
7023600,0.42
7027200,0.42
7030800,0.42
7034400,0.42
7038000,0.42
7041600,0.42
7045200,0.42
7048800,0.42
7052400,0.42
7056000,0.42
7059600,0.42
7063200,0.42
7066800,0.42
7070400,0.42
7074000,0.42
7077600,0.42
7081200,0.42
7084800,0.42
7088400,0.42
7092000,0.42
7095600,0.42
7099200,0.42
7102800,0.42
7106400,0.42
7110000,0.42
7113600,0.42
7117200,0.42
7120800,0.42
7124400,0.42
7128000,0.42
7131600,0.42
7135200,0.42
7138800,0.42
7142400,0.42
7146000,0.42
7149600,0.42
7153200,0.42
7156800,0.42
7160400,0.42
7164000,0.42
7167600,0.42
7171200,0.42
7174800,0.42
7178400,0.42
7182000,0.42
7185600,0.42
7189200,0.42
7192800,0.42
7196400,0.42
7200000,0.42
7203600,0.42
7207200,0.42
7210800,0.42
7214400,0.42
7218000,0.42
7221600,0.42
7225200,0.42
7228800,0.42
7232400,0.42
7236000,0.42
7239600,0.42
7243200,0.42
7246800,0.42
7250400,0.42
7254000,0.42
7257600,0.42
7261200,0.42
7264800,0.42
7268400,0.42
7272000,0.42
7275600,0.42
7279200,0.42
7282800,0.42
7286400,0.42
7290000,0.42
7293600,0.42
7297200,0.42
7300800,0.42
7304400,0.42
7308000,0.42
7311600,0.42
7315200,0.42
7318800,0.42
7322400,0.42
7326000,0.42
7329600,0.42
7333200,0.42
7336800,0.42
7340400,0.42
7344000,0.42
7347600,0.42
7351200,0.42
7354800,0.42
7358400,0.42
7362000,0.42
7365600,0.42
7369200,0.42
7372800,0.42
7376400,0.42
7380000,0.42
7383600,0.42
7387200,0.42
7390800,0.42
7394400,0.42
7398000,0.42
7401600,0.42
7405200,0.42
7408800,0.42
7412400,0.42
7416000,0.42
7419600,0.42
7423200,0.42
7426800,0.42
7430400,0.42
7434000,0.42
7437600,0.42
7441200,0.42
7444800,0.42
7448400,0.42
7452000,0.42
7455600,0.42
7459200,0.42
7462800,0.42
7466400,0.42
7470000,0.42
7473600,0.42
7477200,0.42
7480800,0.42
7484400,0.42
7488000,0.42
7491600,0.42
7495200,0.42
7498800,0.42
7502400,0.42
7506000,0.42
7509600,0.42
7513200,0.42
7516800,0.42
7520400,0.42
7524000,0.42
7527600,0.42
7531200,0.42
7534800,0.42
7538400,0.42
7542000,0.42
7545600,0.42
7549200,0.42
7552800,0.42
7556400,0.42
7560000,0.42
7563600,0.42
7567200,0.42
7570800,0.42
7574400,0.42
7578000,0.42
7581600,0.42
7585200,0.42
7588800,0.42
7592400,0.42
7596000,0.42
7599600,0.42
7603200,0.42
7606800,0.42
7610400,0.42
7614000,0.42
7617600,0.42
7621200,0.42
7624800,0.42
7628400,0.42
7632000,0.42
7635600,0.42
7639200,0.42
7642800,0.42
7646400,0.42
7650000,0.42
7653600,0.42
7657200,0.42
7660800,0.42
7664400,0.42
7668000,0.42
7671600,0.42
7675200,0.42
7678800,0.42
7682400,0.42
7686000,0.42
7689600,0.42
7693200,0.42
7696800,0.42
7700400,0.42
7704000,0.42
7707600,0.42
7711200,0.42
7714800,0.42
7718400,0.42
7722000,0.42
7725600,0.42
7729200,0.42
7732800,0.42
7736400,0.42
7740000,0.42
7743600,0.42
7747200,0.42
7750800,0.42
7754400,0.42
7758000,0.42
7761600,0.42
7765200,0.42
7768800,0.42
7772400,0.42
7776000,0.42
7779600,0.42
7783200,0.42
7786800,0.42
7790400,0.42
7794000,0.42
7797600,0.42
7801200,0.42
7804800,0.42
7808400,0.42
7812000,0.42
7815600,0.42
7819200,0.42
7822800,0.42
7826400,0.42
7830000,0.42
7833600,0.42
7837200,0.42
7840800,0.42
7844400,0.42
7848000,0.42
7851600,0.42
7855200,0.42
7858800,0.42
7862400,0.42
7866000,0.42
7869600,0.42
7873200,0.42
7876800,0.42
7880400,0.42
7884000,0.42
7887600,0.42
7891200,0.42
7894800,0.42
7898400,0.42
7902000,0.42
7905600,0.42
7909200,0.42
7912800,0.42
7916400,0.42
7920000,0.42
7923600,0.42
7927200,0.42
7930800,0.42
7934400,0.42
7938000,0.42
7941600,0.42
7945200,0.42
7948800,0.42
7952400,0.42
7956000,0.42
7959600,0.42
7963200,0.42
7966800,0.42
7970400,0.42
7974000,0.42
7977600,0.42
7981200,0.42
7984800,0.42
7988400,0.42
7992000,0.42
7995600,0.42
7999200,0.42
8002800,0.42
8006400,0.42
8010000,0.42
8013600,0.42
8017200,0.42
8020800,0.42
8024400,0.42
8028000,0.42
8031600,0.42
8035200,0.42
8038800,0.42
8042400,0.42
8046000,0.42
8049600,0.42
8053200,0.42
8056800,0.42
8060400,0.42
8064000,0.42
8067600,0.42
8071200,0.42
8074800,0.42
8078400,0.42
8082000,0.42
8085600,0.42
8089200,0.42
8092800,0.42
8096400,0.42
8100000,0.42
8103600,0.42
8107200,0.42
8110800,0.42
8114400,0.42
8118000,0.42
8121600,0.42
8125200,0.42
8128800,0.42
8132400,0.42
8136000,0.42
8139600,0.42
8143200,0.42
8146800,0.42
8150400,0.42
8154000,0.42
8157600,0.42
8161200,0.42
8164800,0.42
8168400,0.42
8172000,0.42
8175600,0.42
8179200,0.42
8182800,0.42
8186400,0.42
8190000,0.42
8193600,0.42
8197200,0.42
8200800,0.42
8204400,0.42
8208000,0.42
8211600,0.42
8215200,0.42
8218800,0.42
8222400,0.42
8226000,0.42
8229600,0.42
8233200,0.42
8236800,0.42
8240400,0.42
8244000,0.42
8247600,0.42
8251200,0.42
8254800,0.42
8258400,0.42
8262000,0.42
8265600,0.42
8269200,0.42
8272800,0.42
8276400,0.42
8280000,0.42
8283600,0.42
8287200,0.42
8290800,0.42
8294400,0.42
8298000,0.42
8301600,0.42
8305200,0.42
8308800,0.42
8312400,0.42
8316000,0.42
8319600,0.42
8323200,0.42
8326800,0.42
8330400,0.42
8334000,0.42
8337600,0.42
8341200,0.42
8344800,0.42
8348400,0.42
8352000,0.42
8355600,0.42
8359200,0.42
8362800,0.42
8366400,0.42
8370000,0.42
8373600,0.42
8377200,0.42
8380800,0.42
8384400,0.42
8388000,0.42
8391600,0.42
8395200,0.42
8398800,0.42
8402400,0.42
8406000,0.42
8409600,0.42
8413200,0.42
8416800,0.42
8420400,0.42
8424000,0.42
8427600,0.42
8431200,0.42
8434800,0.42
8438400,0.42
8442000,0.42
8445600,0.42
8449200,0.42
8452800,0.42
8456400,0.42
8460000,0.42
8463600,0.42
8467200,0.42
8470800,0.42
8474400,0.42
8478000,0.42
8481600,0.42
8485200,0.42
8488800,0.42
8492400,0.42
8496000,0.42
8499600,0.42
8503200,0.42
8506800,0.42
8510400,0.42
8514000,0.42
8517600,0.42
8521200,0.42
8524800,0.42
8528400,0.42
8532000,0.42
8535600,0.42
8539200,0.42
8542800,0.42
8546400,0.42
8550000,0.42
8553600,0.42
8557200,0.42
8560800,0.42
8564400,0.42
8568000,0.42
8571600,0.42
8575200,0.42
8578800,0.42
8582400,0.42
8586000,0.42
8589600,0.42
8593200,0.42
8596800,0.42
8600400,0.42
8604000,0.42
8607600,0.42
8611200,0.42
8614800,0.42
8618400,0.42
8622000,0.42
8625600,0.42
8629200,0.42
8632800,0.42
8636400,0.42
8640000,0.42
8643600,0.42
8647200,0.42
8650800,0.42
8654400,0.42
8658000,0.42
8661600,0.42
8665200,0.42
8668800,0.42
8672400,0.42
8676000,0.42
8679600,0.42
8683200,0.42
8686800,0.42
8690400,0.42
8694000,0.42
8697600,0.42
8701200,0.42
8704800,0.42
8708400,0.42
8712000,0.42
8715600,0.42
8719200,0.42
8722800,0.42
8726400,0.42
8730000,0.42
8733600,0.42
8737200,0.42
8740800,0.42
8744400,0.42
8748000,0.42
8751600,0.42
8755200,0.42
8758800,0.42
8762400,0.42
8766000,0.42
8769600,0.42
8773200,0.42
8776800,0.42
8780400,0.42
8784000,0.42
8787600,0.42
8791200,0.42
8794800,0.42
8798400,0.42
8802000,0.42
8805600,0.42
8809200,0.42
8812800,0.42
8816400,0.42
8820000,0.42
8823600,0.42
8827200,0.42
8830800,0.42
8834400,0.42
8838000,0.42
8841600,0.42
8845200,0.42
8848800,0.42
8852400,0.42
8856000,0.42
8859600,0.42
8863200,0.42
8866800,0.42
8870400,0.42
8874000,0.42
8877600,0.42
8881200,0.42
8884800,0.42
8888400,0.42
8892000,0.42
8895600,0.42
8899200,0.42
8902800,0.42
8906400,0.42
8910000,0.42
8913600,0.42
8917200,0.42
8920800,0.42
8924400,0.42
8928000,0.42
8931600,0.42
8935200,0.42
8938800,0.42
8942400,0.42
8946000,0.42
8949600,0.42
8953200,0.42
8956800,0.42
8960400,0.42
8964000,0.42
8967600,0.42
8971200,0.42
8974800,0.42
8978400,0.42
8982000,0.42
8985600,0.42
8989200,0.42
8992800,0.42
8996400,0.42
9000000,0.42
9003600,0.42
9007200,0.42
9010800,0.42
9014400,0.42
9018000,0.42
9021600,0.42
9025200,0.42
9028800,0.42
9032400,0.42
9036000,0.42
9039600,0.42
9043200,0.42
9046800,0.42
9050400,0.42
9054000,0.42
9057600,0.42
9061200,0.42
9064800,0.42
9068400,0.42
9072000,0.42
9075600,0.42
9079200,0.42
9082800,0.42
9086400,0.42
9090000,0.42
9093600,0.42
9097200,0.42
9100800,0.42
9104400,0.42
9108000,0.42
9111600,0.42
9115200,0.42
9118800,0.42
9122400,0.42
9126000,0.42
9129600,0.42
9133200,0.42
9136800,0.42
9140400,0.42
9144000,0.42
9147600,0.42
9151200,0.42
9154800,0.42
9158400,0.42
9162000,0.42
9165600,0.42
9169200,0.42
9172800,0.42
9176400,0.42
9180000,0.42
9183600,0.42
9187200,0.42
9190800,0.42
9194400,0.42
9198000,0.42
9201600,0.42
9205200,0.42
9208800,0.42
9212400,0.42
9216000,0.42
9219600,0.42
9223200,0.42
9226800,0.42
9230400,0.42
9234000,0.42
9237600,0.42
9241200,0.42
9244800,0.42
9248400,0.42
9252000,0.42
9255600,0.42
9259200,0.42
9262800,0.42
9266400,0.42
9270000,0.42
9273600,0.42
9277200,0.42
9280800,0.42
9284400,0.42
9288000,0.42
9291600,0.42
9295200,0.42
9298800,0.42
9302400,0.42
9306000,0.42
9309600,0.42
9313200,0.42
9316800,0.42
9320400,0.42
9324000,0.42
9327600,0.42
9331200,0.42
9334800,0.42
9338400,0.42
9342000,0.42
9345600,0.42
9349200,0.42
9352800,0.42
9356400,0.42
9360000,0.42
9363600,0.42
9367200,0.42
9370800,0.42
9374400,0.42
9378000,0.42
9381600,0.42
9385200,0.42
9388800,0.42
9392400,0.42
9396000,0.42
9399600,0.42
9403200,0.42
9406800,0.42
9410400,0.42
9414000,0.42
9417600,0.42
9421200,0.42
9424800,0.42
9428400,0.42
9432000,0.42
9435600,0.42
9439200,0.42
9442800,0.42
9446400,0.42
9450000,0.42
9453600,0.42
9457200,0.42
9460800,0.42
9464400,0.42
9468000,0.42
9471600,0.42
9475200,0.42
9478800,0.42
9482400,0.42
9486000,0.42
9489600,0.42
9493200,0.42
9496800,0.42
9500400,0.42
9504000,0.42
9507600,0.42
9511200,0.42
9514800,0.42
9518400,0.42
9522000,0.42
9525600,0.42
9529200,0.42
9532800,0.42
9536400,0.42
9540000,0.42
9543600,0.42
9547200,0.42
9550800,0.42
9554400,0.42
9558000,0.42
9561600,0.42
9565200,0.42
9568800,0.42
9572400,0.42
9576000,0.42
9579600,0.42
9583200,0.42
9586800,0.42
9590400,0.42
9594000,0.42
9597600,0.42
9601200,0.42
9604800,0.42
9608400,0.42
9612000,0.42
9615600,0.42
9619200,0.42
9622800,0.42
9626400,0.42
9630000,0.42
9633600,0.42
9637200,0.42
9640800,0.42
9644400,0.42
9648000,0.42
9651600,0.42
9655200,0.42
9658800,0.42
9662400,0.42
9666000,0.42
9669600,0.42
9673200,0.42
9676800,0.42
9680400,0.42
9684000,0.42
9687600,0.42
9691200,0.42
9694800,0.42
9698400,0.42
9702000,0.42
9705600,0.42
9709200,0.42
9712800,0.42
9716400,0.42
9720000,0.42
9723600,0.42
9727200,0.42
9730800,0.42
9734400,0.42
9738000,0.42
9741600,0.42
9745200,0.42
9748800,0.42
9752400,0.42
9756000,0.42
9759600,0.42
9763200,0.42
9766800,0.42
9770400,0.42
9774000,0.42
9777600,0.42
9781200,0.42
9784800,0.42
9788400,0.42
9792000,0.42
9795600,0.42
9799200,0.42
9802800,0.42
9806400,0.42
9810000,0.42
9813600,0.42
9817200,0.42
9820800,0.42
9824400,0.42
9828000,0.42
9831600,0.42
9835200,0.42
9838800,0.42
9842400,0.42
9846000,0.42
9849600,0.42
9853200,0.42
9856800,0.42
9860400,0.42
9864000,0.42
9867600,0.42
9871200,0.42
9874800,0.42
9878400,0.42
9882000,0.42
9885600,0.42
9889200,0.42
9892800,0.42
9896400,0.42
9900000,0.42
9903600,0.42
9907200,0.42
9910800,0.42
9914400,0.42
9918000,0.42
9921600,0.42
9925200,0.42
9928800,0.42
9932400,0.42
9936000,0.42
9939600,0.42
9943200,0.42
9946800,0.42
9950400,0.42
9954000,0.42
9957600,0.42
9961200,0.42
9964800,0.42
9968400,0.42
9972000,0.42
9975600,0.42
9979200,0.42
9982800,0.42
9986400,0.42
9990000,0.42
9993600,0.42
9997200,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.00E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.01E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.02E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.03E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.04E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.05E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.06E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.07E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.08E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.09E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.10E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.11E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.12E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.13E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.14E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.15E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.16E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.17E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.18E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.19E+07,0.42
1.20E+07,0.42
1.20E+07,0.42
1.20E+07,0.42
1.20E+07,0.42
