Time,limits.TSoftUp,limits.TSoftDown,limits.THardUp,limits.THardDown,limits.Tavg
3945600,301.15,289.15,301.65,288.65,295.15
3949200,301.15,289.15,301.65,288.65,295.15
3952800,301.15,289.15,301.65,288.65,295.15
3956400,301.15,289.15,301.65,288.65,295.15
3960000,301.15,289.15,301.65,288.65,295.15
3963600,301.15,289.15,301.65,288.65,295.15
3967200,301.15,289.15,301.65,288.65,295.15
3970800,301.15,289.15,301.65,288.65,295.15
3974400,301.15,289.15,301.65,288.65,295.15
3978000,301.15,289.15,301.65,288.65,295.15
3981600,301.15,289.15,301.65,288.65,295.15
3985200,301.15,289.15,301.65,288.65,295.15
3988800,301.15,289.15,301.65,288.65,295.15
3992400,296.15,294.15,296.65,293.65,295.15
3996000,296.15,294.15,296.65,293.65,295.15
3999600,296.15,294.15,296.65,293.65,295.15
4003200,296.15,294.15,296.65,293.65,295.15
4006800,296.15,294.15,296.65,293.65,295.15
4010400,296.15,294.15,296.65,293.65,295.15
4014000,296.15,294.15,296.65,293.65,295.15
4017600,296.15,294.15,296.65,293.65,295.15
4021200,296.15,294.15,296.65,293.65,295.15
4024800,296.15,294.15,296.65,293.65,295.15
4028400,296.15,294.15,296.65,293.65,295.15
4032000,296.15,294.15,296.65,293.65,295.15
4035600,296.15,294.15,296.65,293.65,295.15
4039200,296.15,294.15,296.65,293.65,295.15
4042800,301.15,289.15,301.65,288.65,295.15
4046400,301.15,289.15,301.65,288.65,295.15
4050000,301.15,289.15,301.65,288.65,295.15
4053600,301.15,289.15,301.65,288.65,295.15
4057200,301.15,289.15,301.65,288.65,295.15
4060800,301.15,289.15,301.65,288.65,295.15
4064400,301.15,289.15,301.65,288.65,295.15
4068000,301.15,289.15,301.65,288.65,295.15
4071600,301.15,289.15,301.65,288.65,295.15
4075200,301.15,289.15,301.65,288.65,295.15
4078800,296.15,294.15,296.65,293.65,295.15
4082400,296.15,294.15,296.65,293.65,295.15
4086000,296.15,294.15,296.65,293.65,295.15
4089600,296.15,294.15,296.65,293.65,295.15
4093200,296.15,294.15,296.65,293.65,295.15
4096800,296.15,294.15,296.65,293.65,295.15
4100400,296.15,294.15,296.65,293.65,295.15
4104000,296.15,294.15,296.65,293.65,295.15
4107600,296.15,294.15,296.65,293.65,295.15
4111200,296.15,294.15,296.65,293.65,295.15
4114800,296.15,294.15,296.65,293.65,295.15
4118400,296.15,294.15,296.65,293.65,295.15
4122000,296.15,294.15,296.65,293.65,295.15
4125600,296.15,294.15,296.65,293.65,295.15
4129200,301.15,289.15,301.65,288.65,295.15
4132800,301.15,289.15,301.65,288.65,295.15
4136400,301.15,289.15,301.65,288.65,295.15
4140000,301.15,289.15,301.65,288.65,295.15
4143600,301.15,289.15,301.65,288.65,295.15
4147200,301.15,289.15,301.65,288.65,295.15
4150800,301.15,289.15,301.65,288.65,295.15
4154400,301.15,289.15,301.65,288.65,295.15
4158000,301.15,289.15,301.65,288.65,295.15
4161600,301.15,289.15,301.65,288.65,295.15
4165200,296.15,294.15,296.65,293.65,295.15
4168800,296.15,294.15,296.65,293.65,295.15
4172400,296.15,294.15,296.65,293.65,295.15
4176000,296.15,294.15,296.65,293.65,295.15
4179600,296.15,294.15,296.65,293.65,295.15
4183200,296.15,294.15,296.65,293.65,295.15
4186800,296.15,294.15,296.65,293.65,295.15
4190400,296.15,294.15,296.65,293.65,295.15
4194000,296.15,294.15,296.65,293.65,295.15
4197600,296.15,294.15,296.65,293.65,295.15
4201200,296.15,294.15,296.65,293.65,295.15
4204800,296.15,294.15,296.65,293.65,295.15
4208400,296.15,294.15,296.65,293.65,295.15
4212000,296.15,294.15,296.65,293.65,295.15
4215600,301.15,289.15,301.65,288.65,295.15
4219200,301.15,289.15,301.65,288.65,295.15
4222800,301.15,289.15,301.65,288.65,295.15
4226400,301.15,289.15,301.65,288.65,295.15
4230000,301.15,289.15,301.65,288.65,295.15
4233600,301.15,289.15,301.65,288.65,295.15
4237200,301.15,289.15,301.65,288.65,295.15
4240800,301.15,289.15,301.65,288.65,295.15
4244400,301.15,289.15,301.65,288.65,295.15
4248000,301.15,289.15,301.65,288.65,295.15
4251600,296.15,294.15,296.65,293.65,295.15
4255200,296.15,294.15,296.65,293.65,295.15
4258800,296.15,294.15,296.65,293.65,295.15
4262400,296.15,294.15,296.65,293.65,295.15
4266000,296.15,294.15,296.65,293.65,295.15
4269600,296.15,294.15,296.65,293.65,295.15
4273200,296.15,294.15,296.65,293.65,295.15
4276800,296.15,294.15,296.65,293.65,295.15
4280400,296.15,294.15,296.65,293.65,295.15
4284000,296.15,294.15,296.65,293.65,295.15
4287600,296.15,294.15,296.65,293.65,295.15
4291200,296.15,294.15,296.65,293.65,295.15
4294800,296.15,294.15,296.65,293.65,295.15
4298400,296.15,294.15,296.65,293.65,295.15
4302000,301.15,289.15,301.65,288.65,295.15
4305600,301.15,289.15,301.65,288.65,295.15
4309200,301.15,289.15,301.65,288.65,295.15
4312800,301.15,289.15,301.65,288.65,295.15
4316400,301.15,289.15,301.65,288.65,295.15
4320000,301.15,289.15,301.65,288.65,295.15
4323600,301.15,289.15,301.65,288.65,295.15
4327200,301.15,289.15,301.65,288.65,295.15
4330800,301.15,289.15,301.65,288.65,295.15
4334400,301.15,289.15,301.65,288.65,295.15
4338000,296.15,294.15,296.65,293.65,295.15
4341600,296.15,294.15,296.65,293.65,295.15
4345200,296.15,294.15,296.65,293.65,295.15
4348800,296.15,294.15,296.65,293.65,295.15
4352400,296.15,294.15,296.65,293.65,295.15
4356000,296.15,294.15,296.65,293.65,295.15
4359600,296.15,294.15,296.65,293.65,295.15
4363200,296.15,294.15,296.65,293.65,295.15
4366800,296.15,294.15,296.65,293.65,295.15
4370400,296.15,294.15,296.65,293.65,295.15
4374000,296.15,294.15,296.65,293.65,295.15
4377600,296.15,294.15,296.65,293.65,295.15
4381200,296.15,294.15,296.65,293.65,295.15
4384800,296.15,294.15,296.65,293.65,295.15
4388400,301.15,289.15,301.65,288.65,295.15
4392000,301.15,289.15,301.65,288.65,295.15
4395600,301.15,289.15,301.65,288.65,295.15
4399200,301.15,289.15,301.65,288.65,295.15
4402800,301.15,289.15,301.65,288.65,295.15
4406400,301.15,289.15,301.65,288.65,295.15
4410000,301.15,289.15,301.65,288.65,295.15
4413600,301.15,289.15,301.65,288.65,295.15
4417200,301.15,289.15,301.65,288.65,295.15
4420800,301.15,289.15,301.65,288.65,295.15
4424400,301.15,289.15,301.65,288.65,295.15
4428000,301.15,289.15,301.65,288.65,295.15
4431600,301.15,289.15,301.65,288.65,295.15
4435200,301.15,289.15,301.65,288.65,295.15
4438800,301.15,289.15,301.65,288.65,295.15
4442400,301.15,289.15,301.65,288.65,295.15
4446000,301.15,289.15,301.65,288.65,295.15
4449600,301.15,289.15,301.65,288.65,295.15
4453200,301.15,289.15,301.65,288.65,295.15
4456800,301.15,289.15,301.65,288.65,295.15
4460400,301.15,289.15,301.65,288.65,295.15
4464000,301.15,289.15,301.65,288.65,295.15
4467600,301.15,289.15,301.65,288.65,295.15
4471200,301.15,289.15,301.65,288.65,295.15
4474800,301.15,289.15,301.65,288.65,295.15
4478400,301.15,289.15,301.65,288.65,295.15
4482000,301.15,289.15,301.65,288.65,295.15
4485600,301.15,289.15,301.65,288.65,295.15
4489200,301.15,289.15,301.65,288.65,295.15
4492800,301.15,289.15,301.65,288.65,295.15
4496400,301.15,289.15,301.65,288.65,295.15
4500000,301.15,289.15,301.65,288.65,295.15
4503600,301.15,289.15,301.65,288.65,295.15
4507200,301.15,289.15,301.65,288.65,295.15
4510800,301.15,289.15,301.65,288.65,295.15
4514400,301.15,289.15,301.65,288.65,295.15
4518000,301.15,289.15,301.65,288.65,295.15
4521600,301.15,289.15,301.65,288.65,295.15
4525200,301.15,289.15,301.65,288.65,295.15
4528800,301.15,289.15,301.65,288.65,295.15
4532400,301.15,289.15,301.65,288.65,295.15
4536000,301.15,289.15,301.65,288.65,295.15
4539600,301.15,289.15,301.65,288.65,295.15
4543200,301.15,289.15,301.65,288.65,295.15
4546800,301.15,289.15,301.65,288.65,295.15
4550400,301.15,289.15,301.65,288.65,295.15
4554000,301.15,289.15,301.65,288.65,295.15
4557600,301.15,289.15,301.65,288.65,295.15
4561200,301.15,289.15,301.65,288.65,295.15
4564800,301.15,289.15,301.65,288.65,295.15
4568400,301.15,289.15,301.65,288.65,295.15
4572000,301.15,289.15,301.65,288.65,295.15
4575600,301.15,289.15,301.65,288.65,295.15
4579200,301.15,289.15,301.65,288.65,295.15
4582800,301.15,289.15,301.65,288.65,295.15
4586400,301.15,289.15,301.65,288.65,295.15
4590000,301.15,289.15,301.65,288.65,295.15
4593600,301.15,289.15,301.65,288.65,295.15
4597200,296.15,294.15,296.65,293.65,295.15
4600800,296.15,294.15,296.65,293.65,295.15
4604400,296.15,294.15,296.65,293.65,295.15
4608000,296.15,294.15,296.65,293.65,295.15
4611600,296.15,294.15,296.65,293.65,295.15
4615200,296.15,294.15,296.65,293.65,295.15
4618800,296.15,294.15,296.65,293.65,295.15
4622400,296.15,294.15,296.65,293.65,295.15
4626000,296.15,294.15,296.65,293.65,295.15
4629600,296.15,294.15,296.65,293.65,295.15
4633200,296.15,294.15,296.65,293.65,295.15
4636800,296.15,294.15,296.65,293.65,295.15
4640400,296.15,294.15,296.65,293.65,295.15
4644000,296.15,294.15,296.65,293.65,295.15
4647600,301.15,289.15,301.65,288.65,295.15
4651200,301.15,289.15,301.65,288.65,295.15
4654800,301.15,289.15,301.65,288.65,295.15
4658400,301.15,289.15,301.65,288.65,295.15
4662000,301.15,289.15,301.65,288.65,295.15
4665600,301.15,289.15,301.65,288.65,295.15
4669200,301.15,289.15,301.65,288.65,295.15
4672800,301.15,289.15,301.65,288.65,295.15
4676400,301.15,289.15,301.65,288.65,295.15
4680000,301.15,289.15,301.65,288.65,295.15
4683600,296.15,294.15,296.65,293.65,295.15
4687200,296.15,294.15,296.65,293.65,295.15
4690800,296.15,294.15,296.65,293.65,295.15
4694400,296.15,294.15,296.65,293.65,295.15
4698000,296.15,294.15,296.65,293.65,295.15
4701600,296.15,294.15,296.65,293.65,295.15
4705200,296.15,294.15,296.65,293.65,295.15
4708800,296.15,294.15,296.65,293.65,295.15
4712400,296.15,294.15,296.65,293.65,295.15
4716000,296.15,294.15,296.65,293.65,295.15
4719600,296.15,294.15,296.65,293.65,295.15
4723200,296.15,294.15,296.65,293.65,295.15
4726800,296.15,294.15,296.65,293.65,295.15
4730400,296.15,294.15,296.65,293.65,295.15
4734000,301.15,289.15,301.65,288.65,295.15
4737600,301.15,289.15,301.65,288.65,295.15
4741200,301.15,289.15,301.65,288.65,295.15
4744800,301.15,289.15,301.65,288.65,295.15
4748400,301.15,289.15,301.65,288.65,295.15
4752000,301.15,289.15,301.65,288.65,295.15
4755600,301.15,289.15,301.65,288.65,295.15
4759200,301.15,289.15,301.65,288.65,295.15
4762800,301.15,289.15,301.65,288.65,295.15
4766400,301.15,289.15,301.65,288.65,295.15
4770000,296.15,294.15,296.65,293.65,295.15
4773600,296.15,294.15,296.65,293.65,295.15
4777200,296.15,294.15,296.65,293.65,295.15
4780800,296.15,294.15,296.65,293.65,295.15
4784400,296.15,294.15,296.65,293.65,295.15
4788000,296.15,294.15,296.65,293.65,295.15
4791600,296.15,294.15,296.65,293.65,295.15
4795200,296.15,294.15,296.65,293.65,295.15
4798800,296.15,294.15,296.65,293.65,295.15
4802400,296.15,294.15,296.65,293.65,295.15
4806000,296.15,294.15,296.65,293.65,295.15
4809600,296.15,294.15,296.65,293.65,295.15
4813200,296.15,294.15,296.65,293.65,295.15
4816800,296.15,294.15,296.65,293.65,295.15
4820400,301.15,289.15,301.65,288.65,295.15
4824000,301.15,289.15,301.65,288.65,295.15
4827600,301.15,289.15,301.65,288.65,295.15
4831200,301.15,289.15,301.65,288.65,295.15
4834800,301.15,289.15,301.65,288.65,295.15
4838400,301.15,289.15,301.65,288.65,295.15
4842000,301.15,289.15,301.65,288.65,295.15
4845600,301.15,289.15,301.65,288.65,295.15
4849200,301.15,289.15,301.65,288.65,295.15
4852800,301.15,289.15,301.65,288.65,295.15
4856400,296.15,294.15,296.65,293.65,295.15
4860000,296.15,294.15,296.65,293.65,295.15
4863600,296.15,294.15,296.65,293.65,295.15
4867200,296.15,294.15,296.65,293.65,295.15
4870800,296.15,294.15,296.65,293.65,295.15
4874400,296.15,294.15,296.65,293.65,295.15
4878000,296.15,294.15,296.65,293.65,295.15
4881600,296.15,294.15,296.65,293.65,295.15
4885200,296.15,294.15,296.65,293.65,295.15
4888800,296.15,294.15,296.65,293.65,295.15
4892400,296.15,294.15,296.65,293.65,295.15
4896000,296.15,294.15,296.65,293.65,295.15
4899600,296.15,294.15,296.65,293.65,295.15
4903200,296.15,294.15,296.65,293.65,295.15
4906800,301.15,289.15,301.65,288.65,295.15
4910400,301.15,289.15,301.65,288.65,295.15
4914000,301.15,289.15,301.65,288.65,295.15
4917600,301.15,289.15,301.65,288.65,295.15
4921200,301.15,289.15,301.65,288.65,295.15
4924800,301.15,289.15,301.65,288.65,295.15
4928400,301.15,289.15,301.65,288.65,295.15
4932000,301.15,289.15,301.65,288.65,295.15
4935600,301.15,289.15,301.65,288.65,295.15
4939200,301.15,289.15,301.65,288.65,295.15
4942800,296.15,294.15,296.65,293.65,295.15
4946400,296.15,294.15,296.65,293.65,295.15
4950000,296.15,294.15,296.65,293.65,295.15
4953600,296.15,294.15,296.65,293.65,295.15
4957200,296.15,294.15,296.65,293.65,295.15
4960800,296.15,294.15,296.65,293.65,295.15
4964400,296.15,294.15,296.65,293.65,295.15
4968000,296.15,294.15,296.65,293.65,295.15
4971600,296.15,294.15,296.65,293.65,295.15
4975200,296.15,294.15,296.65,293.65,295.15
4978800,296.15,294.15,296.65,293.65,295.15
4982400,296.15,294.15,296.65,293.65,295.15
4986000,296.15,294.15,296.65,293.65,295.15
4989600,296.15,294.15,296.65,293.65,295.15
4993200,301.15,289.15,301.65,288.65,295.15
4996800,301.15,289.15,301.65,288.65,295.15
5000400,301.15,289.15,301.65,288.65,295.15
5004000,301.15,289.15,301.65,288.65,295.15
5007600,301.15,289.15,301.65,288.65,295.15
5011200,301.15,289.15,301.65,288.65,295.15
5014800,301.15,289.15,301.65,288.65,295.15
5018400,301.15,289.15,301.65,288.65,295.15
5022000,301.15,289.15,301.65,288.65,295.15
5025600,301.15,289.15,301.65,288.65,295.15
5029200,301.15,289.15,301.65,288.65,295.15
5032800,301.15,289.15,301.65,288.65,295.15
5036400,301.15,289.15,301.65,288.65,295.15
5040000,301.15,289.15,301.65,288.65,295.15
5043600,301.15,289.15,301.65,288.65,295.15
5047200,301.15,289.15,301.65,288.65,295.15
5050800,301.15,289.15,301.65,288.65,295.15
5054400,301.15,289.15,301.65,288.65,295.15
5058000,301.15,289.15,301.65,288.65,295.15
5061600,301.15,289.15,301.65,288.65,295.15
5065200,301.15,289.15,301.65,288.65,295.15
5068800,301.15,289.15,301.65,288.65,295.15
5072400,301.15,289.15,301.65,288.65,295.15
5076000,301.15,289.15,301.65,288.65,295.15
5079600,301.15,289.15,301.65,288.65,295.15
5083200,301.15,289.15,301.65,288.65,295.15
5086800,301.15,289.15,301.65,288.65,295.15
5090400,301.15,289.15,301.65,288.65,295.15
5094000,301.15,289.15,301.65,288.65,295.15
5097600,301.15,289.15,301.65,288.65,295.15
5101200,301.15,289.15,301.65,288.65,295.15
5104800,301.15,289.15,301.65,288.65,295.15
5108400,301.15,289.15,301.65,288.65,295.15
5112000,301.15,289.15,301.65,288.65,295.15
5115600,301.15,289.15,301.65,288.65,295.15
5119200,301.15,289.15,301.65,288.65,295.15
5122800,301.15,289.15,301.65,288.65,295.15
5126400,301.15,289.15,301.65,288.65,295.15
5130000,301.15,289.15,301.65,288.65,295.15
5133600,301.15,289.15,301.65,288.65,295.15
5137200,301.15,289.15,301.65,288.65,295.15
5140800,301.15,289.15,301.65,288.65,295.15
5144400,301.15,289.15,301.65,288.65,295.15
5148000,301.15,289.15,301.65,288.65,295.15
5151600,301.15,289.15,301.65,288.65,295.15
5155200,301.15,289.15,301.65,288.65,295.15
5158800,301.15,289.15,301.65,288.65,295.15
5162400,301.15,289.15,301.65,288.65,295.15
5166000,301.15,289.15,301.65,288.65,295.15
5169600,301.15,289.15,301.65,288.65,295.15
5173200,301.15,289.15,301.65,288.65,295.15
5176800,301.15,289.15,301.65,288.65,295.15
5180400,301.15,289.15,301.65,288.65,295.15
5184000,301.15,289.15,301.65,288.65,295.15
5187600,301.15,289.15,301.65,288.65,295.15
5191200,301.15,289.15,301.65,288.65,295.15
5194800,301.15,289.15,301.65,288.65,295.15
5198400,301.15,289.15,301.65,288.65,295.15
5202000,296.15,294.15,296.65,293.65,295.15
5205600,296.15,294.15,296.65,293.65,295.15
5209200,296.15,294.15,296.65,293.65,295.15
5212800,296.15,294.15,296.65,293.65,295.15
5216400,296.15,294.15,296.65,293.65,295.15
5220000,296.15,294.15,296.65,293.65,295.15
5223600,296.15,294.15,296.65,293.65,295.15
5227200,296.15,294.15,296.65,293.65,295.15
5230800,296.15,294.15,296.65,293.65,295.15
5234400,296.15,294.15,296.65,293.65,295.15
5238000,296.15,294.15,296.65,293.65,295.15
5241600,296.15,294.15,296.65,293.65,295.15
5245200,296.15,294.15,296.65,293.65,295.15
5248800,296.15,294.15,296.65,293.65,295.15
5252400,301.15,289.15,301.65,288.65,295.15
5256000,301.15,289.15,301.65,288.65,295.15
5259600,301.15,289.15,301.65,288.65,295.15
5263200,301.15,289.15,301.65,288.65,295.15
5266800,301.15,289.15,301.65,288.65,295.15
5270400,301.15,289.15,301.65,288.65,295.15
5274000,301.15,289.15,301.65,288.65,295.15
5277600,301.15,289.15,301.65,288.65,295.15
5281200,301.15,289.15,301.65,288.65,295.15
5284800,301.15,289.15,301.65,288.65,295.15
5288400,296.15,294.15,296.65,293.65,295.15
5292000,296.15,294.15,296.65,293.65,295.15
5295600,296.15,294.15,296.65,293.65,295.15
5299200,296.15,294.15,296.65,293.65,295.15
5302800,296.15,294.15,296.65,293.65,295.15
5306400,296.15,294.15,296.65,293.65,295.15
5310000,296.15,294.15,296.65,293.65,295.15
5313600,296.15,294.15,296.65,293.65,295.15
5317200,296.15,294.15,296.65,293.65,295.15
5320800,296.15,294.15,296.65,293.65,295.15
5324400,296.15,294.15,296.65,293.65,295.15
5328000,296.15,294.15,296.65,293.65,295.15
5331600,296.15,294.15,296.65,293.65,295.15
5335200,296.15,294.15,296.65,293.65,295.15
5338800,301.15,289.15,301.65,288.65,295.15
5342400,301.15,289.15,301.65,288.65,295.15
5346000,301.15,289.15,301.65,288.65,295.15
5349600,301.15,289.15,301.65,288.65,295.15
5353200,301.15,289.15,301.65,288.65,295.15
5356800,301.15,289.15,301.65,288.65,295.15
5360400,301.15,289.15,301.65,288.65,295.15
5364000,301.15,289.15,301.65,288.65,295.15
5367600,301.15,289.15,301.65,288.65,295.15
5371200,301.15,289.15,301.65,288.65,295.15
5374800,296.15,294.15,296.65,293.65,295.15
5378400,296.15,294.15,296.65,293.65,295.15
5382000,296.15,294.15,296.65,293.65,295.15
5385600,296.15,294.15,296.65,293.65,295.15
5389200,296.15,294.15,296.65,293.65,295.15
5392800,296.15,294.15,296.65,293.65,295.15
5396400,296.15,294.15,296.65,293.65,295.15
5400000,296.15,294.15,296.65,293.65,295.15
5403600,296.15,294.15,296.65,293.65,295.15
5407200,296.15,294.15,296.65,293.65,295.15
5410800,296.15,294.15,296.65,293.65,295.15
5414400,296.15,294.15,296.65,293.65,295.15
5418000,296.15,294.15,296.65,293.65,295.15
5421600,296.15,294.15,296.65,293.65,295.15
5425200,301.15,289.15,301.65,288.65,295.15
5428800,301.15,289.15,301.65,288.65,295.15
5432400,301.15,289.15,301.65,288.65,295.15
5436000,301.15,289.15,301.65,288.65,295.15
5439600,301.15,289.15,301.65,288.65,295.15
5443200,301.15,289.15,301.65,288.65,295.15
5446800,301.15,289.15,301.65,288.65,295.15
5450400,301.15,289.15,301.65,288.65,295.15
5454000,301.15,289.15,301.65,288.65,295.15
5457600,301.15,289.15,301.65,288.65,295.15
5461200,296.15,294.15,296.65,293.65,295.15
5464800,296.15,294.15,296.65,293.65,295.15
5468400,296.15,294.15,296.65,293.65,295.15
5472000,296.15,294.15,296.65,293.65,295.15
5475600,296.15,294.15,296.65,293.65,295.15
5479200,296.15,294.15,296.65,293.65,295.15
5482800,296.15,294.15,296.65,293.65,295.15
5486400,296.15,294.15,296.65,293.65,295.15
5490000,296.15,294.15,296.65,293.65,295.15
5493600,296.15,294.15,296.65,293.65,295.15
5497200,296.15,294.15,296.65,293.65,295.15
5500800,296.15,294.15,296.65,293.65,295.15
5504400,296.15,294.15,296.65,293.65,295.15
5508000,296.15,294.15,296.65,293.65,295.15
5511600,301.15,289.15,301.65,288.65,295.15
5515200,301.15,289.15,301.65,288.65,295.15
5518800,301.15,289.15,301.65,288.65,295.15
5522400,301.15,289.15,301.65,288.65,295.15
5526000,301.15,289.15,301.65,288.65,295.15
5529600,301.15,289.15,301.65,288.65,295.15
5533200,301.15,289.15,301.65,288.65,295.15
5536800,301.15,289.15,301.65,288.65,295.15
5540400,301.15,289.15,301.65,288.65,295.15
5544000,301.15,289.15,301.65,288.65,295.15
5547600,296.15,294.15,296.65,293.65,295.15
5551200,296.15,294.15,296.65,293.65,295.15
5554800,296.15,294.15,296.65,293.65,295.15
5558400,296.15,294.15,296.65,293.65,295.15
5562000,296.15,294.15,296.65,293.65,295.15
5565600,296.15,294.15,296.65,293.65,295.15
5569200,296.15,294.15,296.65,293.65,295.15
5572800,296.15,294.15,296.65,293.65,295.15
5576400,296.15,294.15,296.65,293.65,295.15
5580000,296.15,294.15,296.65,293.65,295.15
5583600,296.15,294.15,296.65,293.65,295.15
5587200,296.15,294.15,296.65,293.65,295.15
5590800,296.15,294.15,296.65,293.65,295.15
5594400,296.15,294.15,296.65,293.65,295.15
5598000,301.15,289.15,301.65,288.65,295.15
5601600,301.15,289.15,301.65,288.65,295.15
5605200,301.15,289.15,301.65,288.65,295.15
5608800,301.15,289.15,301.65,288.65,295.15
5612400,301.15,289.15,301.65,288.65,295.15
5616000,301.15,289.15,301.65,288.65,295.15
5619600,301.15,289.15,301.65,288.65,295.15
5623200,301.15,289.15,301.65,288.65,295.15
5626800,301.15,289.15,301.65,288.65,295.15
5630400,301.15,289.15,301.65,288.65,295.15
5634000,301.15,289.15,301.65,288.65,295.15
5637600,301.15,289.15,301.65,288.65,295.15
5641200,301.15,289.15,301.65,288.65,295.15
5644800,301.15,289.15,301.65,288.65,295.15
5648400,301.15,289.15,301.65,288.65,295.15
5652000,301.15,289.15,301.65,288.65,295.15
5655600,301.15,289.15,301.65,288.65,295.15
5659200,301.15,289.15,301.65,288.65,295.15
5662800,301.15,289.15,301.65,288.65,295.15
5666400,301.15,289.15,301.65,288.65,295.15
5670000,301.15,289.15,301.65,288.65,295.15
5673600,301.15,289.15,301.65,288.65,295.15
5677200,301.15,289.15,301.65,288.65,295.15
5680800,301.15,289.15,301.65,288.65,295.15
5684400,301.15,289.15,301.65,288.65,295.15
5688000,301.15,289.15,301.65,288.65,295.15
5691600,301.15,289.15,301.65,288.65,295.15
5695200,301.15,289.15,301.65,288.65,295.15
5698800,301.15,289.15,301.65,288.65,295.15
5702400,301.15,289.15,301.65,288.65,295.15
5706000,301.15,289.15,301.65,288.65,295.15
5709600,301.15,289.15,301.65,288.65,295.15
5713200,301.15,289.15,301.65,288.65,295.15
5716800,301.15,289.15,301.65,288.65,295.15
5720400,301.15,289.15,301.65,288.65,295.15
5724000,301.15,289.15,301.65,288.65,295.15
5727600,301.15,289.15,301.65,288.65,295.15
5731200,301.15,289.15,301.65,288.65,295.15
5734800,301.15,289.15,301.65,288.65,295.15
5738400,301.15,289.15,301.65,288.65,295.15
5742000,301.15,289.15,301.65,288.65,295.15
5745600,301.15,289.15,301.65,288.65,295.15
5749200,301.15,289.15,301.65,288.65,295.15
5752800,301.15,289.15,301.65,288.65,295.15
5756400,301.15,289.15,301.65,288.65,295.15
5760000,301.15,289.15,301.65,288.65,295.15
5763600,301.15,289.15,301.65,288.65,295.15
5767200,301.15,289.15,301.65,288.65,295.15
5770800,301.15,289.15,301.65,288.65,295.15
5774400,301.15,289.15,301.65,288.65,295.15
5778000,301.15,289.15,301.65,288.65,295.15
5781600,301.15,289.15,301.65,288.65,295.15
5785200,301.15,289.15,301.65,288.65,295.15
5788800,301.15,289.15,301.65,288.65,295.15
5792400,301.15,289.15,301.65,288.65,295.15
5796000,301.15,289.15,301.65,288.65,295.15
5799600,301.15,289.15,301.65,288.65,295.15
5803200,301.15,289.15,301.65,288.65,295.15
5806800,296.15,294.15,296.65,293.65,295.15
5810400,296.15,294.15,296.65,293.65,295.15
5814000,296.15,294.15,296.65,293.65,295.15
5817600,296.15,294.15,296.65,293.65,295.15
5821200,296.15,294.15,296.65,293.65,295.15
5824800,296.15,294.15,296.65,293.65,295.15
5828400,296.15,294.15,296.65,293.65,295.15
5832000,296.15,294.15,296.65,293.65,295.15
5835600,296.15,294.15,296.65,293.65,295.15
5839200,296.15,294.15,296.65,293.65,295.15
5842800,296.15,294.15,296.65,293.65,295.15
5846400,296.15,294.15,296.65,293.65,295.15
5850000,296.15,294.15,296.65,293.65,295.15
5853600,296.15,294.15,296.65,293.65,295.15
5857200,301.15,289.15,301.65,288.65,295.15
5860800,301.15,289.15,301.65,288.65,295.15
5864400,301.15,289.15,301.65,288.65,295.15
5868000,301.15,289.15,301.65,288.65,295.15
5871600,301.15,289.15,301.65,288.65,295.15
5875200,301.15,289.15,301.65,288.65,295.15
5878800,301.15,289.15,301.65,288.65,295.15
5882400,301.15,289.15,301.65,288.65,295.15
5886000,301.15,289.15,301.65,288.65,295.15
5889600,301.15,289.15,301.65,288.65,295.15
5893200,296.15,294.15,296.65,293.65,295.15
5896800,296.15,294.15,296.65,293.65,295.15
5900400,296.15,294.15,296.65,293.65,295.15
5904000,296.15,294.15,296.65,293.65,295.15
5907600,296.15,294.15,296.65,293.65,295.15
5911200,296.15,294.15,296.65,293.65,295.15
5914800,296.15,294.15,296.65,293.65,295.15
5918400,296.15,294.15,296.65,293.65,295.15
5922000,296.15,294.15,296.65,293.65,295.15
5925600,296.15,294.15,296.65,293.65,295.15
5929200,296.15,294.15,296.65,293.65,295.15
5932800,296.15,294.15,296.65,293.65,295.15
5936400,296.15,294.15,296.65,293.65,295.15
5940000,296.15,294.15,296.65,293.65,295.15
5943600,301.15,289.15,301.65,288.65,295.15
5947200,301.15,289.15,301.65,288.65,295.15
5950800,301.15,289.15,301.65,288.65,295.15
5954400,301.15,289.15,301.65,288.65,295.15
5958000,301.15,289.15,301.65,288.65,295.15
5961600,301.15,289.15,301.65,288.65,295.15
5965200,301.15,289.15,301.65,288.65,295.15
5968800,301.15,289.15,301.65,288.65,295.15
5972400,301.15,289.15,301.65,288.65,295.15
5976000,301.15,289.15,301.65,288.65,295.15
5979600,296.15,294.15,296.65,293.65,295.15
5983200,296.15,294.15,296.65,293.65,295.15
5986800,296.15,294.15,296.65,293.65,295.15
5990400,296.15,294.15,296.65,293.65,295.15
5994000,296.15,294.15,296.65,293.65,295.15
5997600,296.15,294.15,296.65,293.65,295.15
6001200,296.15,294.15,296.65,293.65,295.15
6004800,296.15,294.15,296.65,293.65,295.15
6008400,296.15,294.15,296.65,293.65,295.15
6012000,296.15,294.15,296.65,293.65,295.15
6015600,296.15,294.15,296.65,293.65,295.15
6019200,296.15,294.15,296.65,293.65,295.15
6022800,296.15,294.15,296.65,293.65,295.15
6026400,296.15,294.15,296.65,293.65,295.15
6030000,301.15,289.15,301.65,288.65,295.15
6033600,301.15,289.15,301.65,288.65,295.15
