#1
double csv(52501,28)
# time	col1	col2	col3	col4	col5	col6	col7	col8	col9	col10	col11	col12	col13	col14	col15	col16	col17	col18	col19	col20	col21	col22	col23	col24	col25	col26	col27
3.246e+06	16.3333	0	1.33333	0	0	16.3333	16.3333	1.33333	1.33333	0	16.3333	16.3333	16.3333	1.33333	1.33333	0	0	0	0	11.6667	6.33333	7.66667	0	0	0	0	0
3.2466e+06	16.1667	0	1.16667	0	0	16.1667	16.1667	1.16667	1.16667	0	16.1667	16.1667	16.1667	1.16667	1.16667	0	0	0	0	10.3333	5.66667	6.83333	0	0	0	0	0
3.2472e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	9	5	6	0	0	0	0	0
3.2478e+06	15.6667	0	1	0	0	15.6667	15.6667	1	1	0	15.6667	15.6667	15.6667	1	1	0	0	0	0	7.5	5.16667	5.16667	0	0	0	0	0
3.2484e+06	15.3333	0	1	0	0	15.3333	15.3333	1	1	0	15.3333	15.3333	15.3333	1	1	0	0	0	0	6	5.33333	4.33333	0	0	0	0	0
3.249e+06	15	0	1	0	0	15	15	1	1	0	15	15	15	1	1	0	0	0	0	4.5	5.5	3.5	0	0	0	0	0
3.2496e+06	14.6667	0	1	0	0	14.6667	14.6667	1	1	0	14.6667	14.6667	14.6667	1	1	0	0	0	0	3	5.66667	2.66667	0	0	0	0	0
3.2502e+06	14.3333	0	1	0	0	14.3333	14.3333	1	1	0	14.3333	14.3333	14.3333	1	1	0	0	0	0	1.5	5.83333	1.83333	0	0	0	0	0
3.2508e+06	14	0	1	0	0	14	14	1	1	0	14	14	14	1	1	0	0	0	0	0	6	1	0	0	0	0	0
3.2514e+06	14.3333	0	1	0	0	14.3333	14.3333	1	1	0	14.3333	14.3333	14.3333	1	1	0	0	0	0	0	5.66667	1	0	0	0	0	0
3.252e+06	14.6667	0	1	0	0	14.6667	14.6667	1	1	0	14.6667	14.6667	14.6667	1	1	0	0	0	0	0	5.33333	1	0	0	0	0	0
3.2526e+06	15	0	1	0	0	15	15	1	1	0	15	15	15	1	1	0	0	0	0	0	5	1	0	0	0	0	0
3.2532e+06	15.3333	0	1	0	0	15.3333	15.3333	1	1	0	15.3333	15.3333	15.3333	1	1	0	0	0	0	0	4.66667	1	0	0	0	0	0
3.2538e+06	15.6667	0	1	0	0	15.6667	15.6667	1	1	0	15.6667	15.6667	15.6667	1	1	0	0	0	0	0	4.33333	1	0	0	0	0	0
3.2544e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0	4	1	0	0	0	0	0
3.255e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0.166667	3.83333	1	0	0	0	0	0
3.2556e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0.333333	3.66667	1	0	0	0	0	0
3.2562e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0.5	3.5	1	0	0	0	0	0
3.2568e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0.666667	3.33333	1	0	0	0	0	0
3.2574e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	0.833333	3.16667	1	0	0	0	0	0
3.258e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	1	3	1	0	0	0	0	0
3.2586e+06	15.5	0	1	0	0	15.5	15.5	1	1	0	15.5	15.5	15.5	1	1	0	0	0	0	1.16667	2.83333	1	0	0	0	0	0
3.2592e+06	15	0	1	0	0	15	15	1	1	0	15	15	15	1	1	0	0	0	0	1.33333	2.66667	1	0	0	0	0	0
3.2598e+06	14.5	0	1	0	0	14.5	14.5	1	1	0	14.5	14.5	14.5	1	1	0	0	0	0	1.5	2.5	1	0	0	0	0	0
3.2604e+06	14	0	1	0	0	14	14	1	1	0	14	14	14	1	1	0	0	0	0	1.66667	2.33333	1	0	0	0	0	0
3.261e+06	13.5	0	1	0	0	13.5	13.5	1	1	0	13.5	13.5	13.5	1	1	0	0	0	0	1.83333	2.16667	1	0	0	0	0	0
3.2616e+06	13	0	1	0	0	13	13	1	1	0	13	13	13	1	1	0	0	0	0	2	2	1	0	0	0	0	0
3.2622e+06	11.8333	0	0.833333	0	0	11.8333	11.8333	0.833333	0.833333	0	11.8333	11.8333	11.8333	0.833333	0.833333	0	0	0	0	1.83333	2	1	0	0	0	0	0
3.2628e+06	10.6667	0	0.666667	0	0	10.6667	10.6667	0.666667	0.666667	0	10.6667	10.6667	10.6667	0.666667	0.666667	0	0	0	0	1.66667	2	1	0	0	0	0	0
3.2634e+06	9.5	0	0.5	0	0	9.5	9.5	0.5	0.5	0	9.5	9.5	9.5	0.5	0.5	0	0	0	0	1.5	2	1	0	0	0	0	0
3.264e+06	8.33333	0	0.333333	0	0	8.33333	8.33333	0.333333	0.333333	0	8.33333	8.33333	8.33333	0.333333	0.333333	0	0	0	0	1.33333	2	1	0	0	0	0	0
3.2646e+06	7.16667	0	0.166667	0	0	7.16667	7.16667	0.166667	0.166667	0	7.16667	7.16667	7.16667	0.166667	0.166667	0	0	0	0	1.16667	2	1	0	0	0	0	0
3.2652e+06	6	0	0	0	0	6	6	0	0	0	6	6	6	0	0	0	0	0	0	1	2	1	0	0	0	0	0
3.2658e+06	5.16667	0	0	0	0	5.16667	5.16667	0	0	0	5.16667	5.16667	5.16667	0	0	0	0	0	0	1	1.83333	1	0	0	0	0	0
3.2664e+06	4.33333	0	0	0	0	4.33333	4.33333	0	0	0	4.33333	4.33333	4.33333	0	0	0	0	0	0	1	1.66667	1	0	0	0	0	0
3.267e+06	3.5	0	0	0	0	3.5	3.5	0	0	0	3.5	3.5	3.5	0	0	0	0	0	0	1	1.5	1	0	0	0	0	0
3.2676e+06	2.66667	0	0	0	0	2.66667	2.66667	0	0	0	2.66667	2.66667	2.66667	0	0	0	0	0	0	1	1.33333	1	0	0	0	0	0
3.2682e+06	1.83333	0	0	0	0	1.83333	1.83333	0	0	0	1.83333	1.83333	1.83333	0	0	0	0	0	0	1	1.16667	1	0	0	0	0	0
3.2688e+06	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.2694e+06	0.833333	0	0	0	0	0.833333	0.833333	0	0	0	0.833333	0.833333	0.833333	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.27e+06	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.2706e+06	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.2712e+06	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.2718e+06	0.166667	0	0	0	0	0.166667	0.166667	0	0	0	0.166667	0.166667	0.166667	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.2724e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3.273e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	1	1	0	0	0	0	0
3.2736e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	1	1	0	0	0	0	0
3.2742e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	1	0	0	0	0	0
3.2748e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	1	1	0	0	0	0	0
3.2754e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	1	1	0	0	0	0	0
3.276e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
3.2766e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	1	0	0	0	0	0
3.2772e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	1	0	0	0	0	0
3.2778e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0
3.2784e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	1	0	0	0	0	0
3.279e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	1	0	0	0	0	0
3.2796e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3.2802e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	0	0	0	0	0
3.2808e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0
3.2814e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
3.282e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0
3.2826e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0
3.2832e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2838e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0
3.2844e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0
3.285e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
3.2856e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0	0
3.2862e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	0	0	0	0	0	0
3.2868e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.2874e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.288e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.2886e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.2892e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.2898e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.2904e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3.291e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	0	0	0	0	0	0
3.2916e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0	0
3.2922e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
3.2928e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0
3.2934e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0
3.294e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2946e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2952e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2958e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2964e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.297e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2976e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2982e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2988e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2994e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3006e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3012e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3018e+06	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	0.666667	1	0.333333	0	0	0	0	0
3.3024e+06	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	1.33333	2	0.666667	0	0	0	0	0
3.303e+06	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	2	3	1	0	0	0	0	0
3.3036e+06	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	2.66667	4	1.33333	0	0	0	0	0
3.3042e+06	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	3.33333	5	1.66667	0	0	0	0	0
3.3048e+06	2	0	0	0	0	2	2	0	0	0	2	2	2	0	0	0	0	0	0	4	6	2	0	0	0	0	0
3.3054e+06	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	3.83333	5.5	1.83333	0	0	0	0	0
3.306e+06	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	3.66667	5	1.66667	0	0	0	0	0
3.3066e+06	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	3.5	4.5	1.5	0	0	0	0	0
3.3072e+06	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	3.33333	4	1.33333	0	0	0	0	0
3.3078e+06	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	3.16667	3.5	1.16667	0	0	0	0	0
3.3084e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0
3.309e+06	0.166667	0	0	0	0	0.166667	0.166667	0	0	0	0.166667	0.166667	0.166667	0	0	0	0	0	0	3.33333	3	1.16667	0	0	0	0	0
3.3096e+06	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	3.66667	3	1.33333	0	0	0	0	0
3.3102e+06	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	4	3	1.5	0	0	0	0	0
3.3108e+06	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	4.33333	3	1.66667	0	0	0	0	0
3.3114e+06	0.833333	0	0	0	0	0.833333	0.833333	0	0	0	0.833333	0.833333	0.833333	0	0	0	0	0	0	4.66667	3	1.83333	0	0	0	0	0
3.312e+06	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	5	3	2	0	0	0	0	0
3.3126e+06	1.5	0	0.166667	0	0	1.5	1.5	0.166667	0.166667	0	1.5	1.5	1.5	0.166667	0.166667	0	0	0	0	5	3.16667	2	0	0	0	0	0
3.3132e+06	2	0	0.333333	0	0	2	2	0.333333	0.333333	0	2	2	2	0.333333	0.333333	0	0	0	0	5	3.33333	2	0	0	0	0	0
3.3138e+06	2.5	0	0.5	0	0	2.5	2.5	0.5	0.5	0	2.5	2.5	2.5	0.5	0.5	0	0	0	0	5	3.5	2	0	0	0	0	0
3.3144e+06	3	0	0.666667	0	0	3	3	0.666667	0.666667	0	3	3	3	0.666667	0.666667	0	0	0	0	5	3.66667	2	0	0	0	0	0
3.315e+06	3.5	0	0.833333	0	0	3.5	3.5	0.833333	0.833333	0	3.5	3.5	3.5	0.833333	0.833333	0	0	0	0	5	3.83333	2	0	0	0	0	0
3.3156e+06	4	0	1	0	0	4	4	1	1	0	4	4	4	1	1	0	0	0	0	5	4	2	0	0	0	0	0
3.3162e+06	5.5	0	1	0	0	5.5	5.5	1	1	0	5.5	5.5	5.5	1	1	0	0	0	0	5.16667	4	2.16667	0	0	0	0	0
3.3168e+06	7	0	1	0	0	7	7	1	1	0	7	7	7	1	1	0	0	0	0	5.33333	4	2.33333	0	0	0	0	0
3.3174e+06	8.5	0	1	0	0	8.5	8.5	1	1	0	8.5	8.5	8.5	1	1	0	0	0	0	5.5	4	2.5	0	0	0	0	0
3.318e+06	10	0	1	0	0	10	10	1	1	0	10	10	10	1	1	0	0	0	0	5.66667	4	2.66667	0	0	0	0	0
3.3186e+06	11.5	0	1	0	0	11.5	11.5	1	1	0	11.5	11.5	11.5	1	1	0	0	0	0	5.83333	4	2.83333	0	0	0	0	0
3.3192e+06	13	0	1	0	0	13	13	1	1	0	13	13	13	1	1	0	0	0	0	6	4	3	0	0	0	0	0
3.3198e+06	13.5	0	1	0	0	13.5	13.5	1	1	0	13.5	13.5	13.5	1	1	0	0	0	0	5.66667	4.16667	3	0	0	0	0	0
3.3204e+06	14	0	1	0	0	14	14	1	1	0	14	14	14	1	1	0	0	0	0	5.33333	4.33333	3	0	0	0	0	0
3.321e+06	14.5	0	1	0	0	14.5	14.5	1	1	0	14.5	14.5	14.5	1	1	0	0	0	0	5	4.5	3	0	0	0	0	0
3.3216e+06	15	0	1	0	0	15	15	1	1	0	15	15	15	1	1	0	0	0	0	4.66667	4.66667	3	0	0	0	0	0
3.3222e+06	15.5	0	1	0	0	15.5	15.5	1	1	0	15.5	15.5	15.5	1	1	0	0	0	0	4.33333	4.83333	3	0	0	0	0	0
3.3228e+06	16	0	1	0	0	16	16	1	1	0	16	16	16	1	1	0	0	0	0	4	5	3	0	0	0	0	0
3.3234e+06	15.8333	0	1	0	0	15.8333	15.8333	1	1	0	15.8333	15.8333	15.8333	1	1	0	0	0	0	4.33333	5	2.83333	0	0	0	0	0
3.324e+06	15.6667	0	1	0	0	15.6667	15.6667	1	1	0	15.6667	15.6667	15.6667	1	1	0	0	0	0	4.66667	5	2.66667	0	0	0	0	0
3.3246e+06	15.5	0	1	0	0	15.5	15.5	1	1	0	15.5	15.5	15.5	1	1	0	0	0	0	5	5	2.5	0	0	0	0	0
3.3252e+06	15.3333	0	1	0	0	15.3333	15.3333	1	1	0	15.3333	15.3333	15.3333	1	1	0	0	0	0	5.33333	5	2.33333	0	0	0	0	0
3.3258e+06	15.1667	0	1	0	0	15.1667	15.1667	1	1	0	15.1667	15.1667	15.1667	1	1	0	0	0	0	5.66667	5	2.16667	0	0	0	0	0
3.3264e+06	15	0	1	0	0	15	15	1	1	0	15	15	15	1	1	0	0	0	0	6	5	2	0	0	0	0	0
3.327e+06	14.6667	0	1	0	0	14.6667	14.6667	1	1	0	14.6667	14.6667	14.6667	1	1	0	0	0	0	7.83333	5	1.83333	0	0	0	0	0
3.3276e+06	14.3333	0	1	0	0	14.3333	14.3333	1	1	0	14.3333	14.3333	14.3333	1	1	0	0	0	0	9.66667	5	1.66667	0	0	0	0	0
3.3282e+06	14	0	1	0	0	14	14	1	1	0	14	14	14	1	1	0	0	0	0	11.5	5	1.5	0	0	0	0	0
3.3288e+06	13.6667	0	1	0	0	13.6667	13.6667	1	1	0	13.6667	13.6667	13.6667	1	1	0	0	0	0	13.3333	5	1.33333	0	0	0	0	0
3.3294e+06	13.3333	0	1	0	0	13.3333	13.3333	1	1	0	13.3333	13.3333	13.3333	1	1	0	0	0	0	15.1667	5	1.16667	0	0	0	0	0
3.33e+06	13	0	1	0	0	13	13	1	1	0	13	13	13	1	1	0	0	0	0	17	5	1	0	0	0	0	0
3.3306e+06	12.3333	0	0.833333	0	0	12.3333	12.3333	0.833333	0.833333	0	12.3333	12.3333	12.3333	0.833333	0.833333	0	0	0	0	15.5	4.83333	1	0	0	0	0	0
3.3312e+06	11.6667	0	0.666667	0	0	11.6667	11.6667	0.666667	0.666667	0	11.6667	11.6667	11.6667	0.666667	0.666667	0	0	0	0	14	4.66667	1	0	0	0	0	0
3.3318e+06	11	0	0.5	0	0	11	11	0.5	0.5	0	11	11	11	0.5	0.5	0	0	0	0	12.5	4.5	1	0	0	0	0	0
3.3324e+06	10.3333	0	0.333333	0	0	10.3333	10.3333	0.333333	0.333333	0	10.3333	10.3333	10.3333	0.333333	0.333333	0	0	0	0	11	4.33333	1	0	0	0	0	0
3.333e+06	9.66667	0	0.166667	0	0	9.66667	9.66667	0.166667	0.166667	0	9.66667	9.66667	9.66667	0.166667	0.166667	0	0	0	0	9.5	4.16667	1	0	0	0	0	0
3.3336e+06	9	0	0	0	0	9	9	0	0	0	9	9	9	0	0	0	0	0	0	8	4	1	0	0	0	0	0
3.3342e+06	9.16667	0	0.166667	0	0	9.16667	9.16667	0.166667	0.166667	0	9.16667	9.16667	9.16667	0.166667	0.166667	0	0	0	0	6.66667	3.66667	1	0	0	0	0	0
3.3348e+06	9.33333	0	0.333333	0	0	9.33333	9.33333	0.333333	0.333333	0	9.33333	9.33333	9.33333	0.333333	0.333333	0	0	0	0	5.33333	3.33333	1	0	0	0	0	0
3.3354e+06	9.5	0	0.5	0	0	9.5	9.5	0.5	0.5	0	9.5	9.5	9.5	0.5	0.5	0	0	0	0	4	3	1	0	0	0	0	0
3.336e+06	9.66667	0	0.666667	0	0	9.66667	9.66667	0.666667	0.666667	0	9.66667	9.66667	9.66667	0.666667	0.666667	0	0	0	0	2.66667	2.66667	1	0	0	0	0	0
3.3366e+06	9.83333	0	0.833333	0	0	9.83333	9.83333	0.833333	0.833333	0	9.83333	9.83333	9.83333	0.833333	0.833333	0	0	0	0	1.33333	2.33333	1	0	0	0	0	0
3.3372e+06	10	0	1	0	0	10	10	1	1	0	10	10	10	1	1	0	0	0	0	0	2	1	0	0	0	0	0
3.3378e+06	10.5	0	1	0	0	10.5	10.5	1	1	0	10.5	10.5	10.5	1	1	0	0	0	0	0	1.66667	0.833333	0	0	0	0	0
3.3384e+06	11	0	1	0	0	11	11	1	1	0	11	11	11	1	1	0	0	0	0	0	1.33333	0.666667	0	0	0	0	0
3.339e+06	11.5	0	1	0	0	11.5	11.5	1	1	0	11.5	11.5	11.5	1	1	0	0	0	0	0	1	0.5	0	0	0	0	0
3.3396e+06	12	0	1	0	0	12	12	1	1	0	12	12	12	1	1	0	0	0	0	0	0.666667	0.333333	0	0	0	0	0
3.3402e+06	12.5	0	1	0	0	12.5	12.5	1	1	0	12.5	12.5	12.5	1	1	0	0	0	0	0	0.333333	0.166667	0	0	0	0	0
3.3408e+06	13	0	1	0	0	13	13	1	1	0	13	13	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3.3414e+06	12.8333	0	1	0	0	12.8333	12.8333	1	1	0	12.8333	12.8333	12.8333	1	1	0	0	0	0	0.166667	0	0	0	0	0	0	0
3.342e+06	12.6667	0	1	0	0	12.6667	12.6667	1	1	0	12.6667	12.6667	12.6667	1	1	0	0	0	0	0.333333	0	0	0	0	0	0	0
3.3426e+06	12.5	0	1	0	0	12.5	12.5	1	1	0	12.5	12.5	12.5	1	1	0	0	0	0	0.5	0	0	0	0	0	0	0
3.3432e+06	12.3333	0	1	0	0	12.3333	12.3333	1	1	0	12.3333	12.3333	12.3333	1	1	0	0	0	0	0.666667	0	0	0	0	0	0	0
3.3438e+06	12.1667	0	1	0	0	12.1667	12.1667	1	1	0	12.1667	12.1667	12.1667	1	1	0	0	0	0	0.833333	0	0	0	0	0	0	0
3.3444e+06	12	0	1	0	0	12	12	1	1	0	12	12	12	1	1	0	0	0	0	1	0	0	0	0	0	0	0
3.345e+06	11.5	0	1	0	0	11.5	11.5	1	1	0	11.5	11.5	11.5	1	1	0	0	0	0	1.33333	0.166667	0.333333	0	0	0	0	0
3.3456e+06	11	0	1	0	0	11	11	1	1	0	11	11	11	1	1	0	0	0	0	1.66667	0.333333	0.666667	0	0	0	0	0
3.3462e+06	10.5	0	1	0	0	10.5	10.5	1	1	0	10.5	10.5	10.5	1	1	0	0	0	0	2	0.5	1	0	0	0	0	0
3.3468e+06	10	0	1	0	0	10	10	1	1	0	10	10	10	1	1	0	0	0	0	2.33333	0.666667	1.33333	0	0	0	0	0
3.3474e+06	9.5	0	1	0	0	9.5	9.5	1	1	0	9.5	9.5	9.5	1	1	0	0	0	0	2.66667	0.833333	1.66667	0	0	0	0	0
3.348e+06	9	0	1	0	0	9	9	1	1	0	9	9	9	1	1	0	0	0	0	3	1	2	0	0	0	0	0
3.3486e+06	8	0	0.833333	0	0	8	8	0.833333	0.833333	0	8	8	8	0.833333	0.833333	0	0	0	0	3.33333	2.33333	1.83333	0	0	0	0	0
3.3492e+06	7	0	0.666667	0	0	7	7	0.666667	0.666667	0	7	7	7	0.666667	0.666667	0	0	0	0	3.66667	3.66667	1.66667	0	0	0	0	0
3.3498e+06	6	0	0.5	0	0	6	6	0.5	0.5	0	6	6	6	0.5	0.5	0	0	0	0	4	5	1.5	0	0	0	0	0
3.3504e+06	5	0	0.333333	0	0	5	5	0.333333	0.333333	0	5	5	5	0.333333	0.333333	0	0	0	0	4.33333	6.33333	1.33333	0	0	0	0	0
3.351e+06	4	0	0.166667	0	0	4	4	0.166667	0.166667	0	4	4	4	0.166667	0.166667	0	0	0	0	4.66667	7.66667	1.16667	0	0	0	0	0
3.3516e+06	3	0	0	0	0	3	3	0	0	0	3	3	3	0	0	0	0	0	0	5	9	1	0	0	0	0	0
3.3522e+06	2.5	0	0	0	0	2.5	2.5	0	0	0	2.5	2.5	2.5	0	0	0	0	0	0	4.66667	10	1	0	0	0	0	0
3.3528e+06	2	0	0	0	0	2	2	0	0	0	2	2	2	0	0	0	0	0	0	4.33333	11	1	0	0	0	0	0
3.3534e+06	1.5	0	0	0	0	1.5	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	4	12	1	0	0	0	0	0
3.354e+06	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	3.66667	13	1	0	0	0	0	0
3.3546e+06	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	3.33333	14	1	0	0	0	0	0
3.3552e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	1	0	0	0	0	0
3.3558e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83333	14.6667	1	0	0	0	0	0
3.3564e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	14.3333	1	0	0	0	0	0
3.357e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	14	1	0	0	0	0	0
3.3576e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	13.6667	1	0	0	0	0	0
