Time,occupancy.y[1],ou44Bdg.qGai_flow[1],ou44Bdg.qGai_flow[2],ou44Bdg.qGai_flow[3],conPIDrad.u_s
9681300,1.9907835,0.011242071,0.011242071,0.0056210356,288.15
9681600,2.0829494,0.011762537,0.011762537,0.0058812685,288.15
9681900,2.175115,0.012283004,0.012283004,0.006141502,288.15
9682200,2.267281,0.01280347,0.01280347,0.006401735,288.15
9682500,2.359447,0.013323936,0.013323936,0.006661968,288.15
9682800,2.451613,0.0138444025,0.0138444025,0.0069222013,288.15
9683100,2.543779,0.014364868,0.014364868,0.007182434,288.15
9683400,2.6359446,0.014885335,0.014885335,0.0074426676,288.15
9683700,2.7281106,0.015405801,0.015405801,0.0077029006,288.15
9684000,2.8202765,0.015926268,0.015926268,0.007963134,288.15
9684300,2.9124424,0.016446734,0.016446734,0.008223367,288.15
9684600,3.0046084,0.0169672,0.0169672,0.0084836,288.15
9684900,3.096774,0.017487666,0.017487666,0.008743833,288.15
9685200,3.18894,0.018008132,0.018008132,0.009004066,288.15
9685500,3.281106,0.0185286,0.0185286,0.0092643,288.15
9685800,3.373272,0.019049065,0.019049065,0.009524533,288.15
9686100,3.465438,0.019569531,0.019569531,0.009784766,288.15
9686400,3.5576036,0.020089997,0.020089997,0.0100449985,288.15
9686700,3.6497695,0.020610463,0.020610463,0.010305231,288.15
9687000,3.7419355,0.02113093,0.02113093,0.010565465,288.15
9687300,3.8341014,0.021651397,0.021651397,0.010825698,288.15
9687600,3.9262674,0.022171862,0.022171862,0.011085931,288.15
9687900,4.102941,0.023169551,0.023169551,0.0115847755,288.15
9688200,4.617647,0.026076125,0.026076125,0.0130380625,288.15
9688500,5.132353,0.028982699,0.028982699,0.014491349,288.15
9688800,5.647059,0.031889275,0.031889275,0.015944637,288.15
9689100,6.1617646,0.034795847,0.034795847,0.017397923,288.15
9689400,6.6764708,0.037702423,0.037702423,0.018851211,288.15
9689700,7.1911764,0.040609,0.040609,0.0203045,288.15
9690000,7.7058825,0.04351557,0.04351557,0.021757785,288.15
9690300,8.220589,0.046422146,0.046422146,0.023211073,288.15
9690600,8.735294,0.04932872,0.04932872,0.02466436,288.15
9690900,9.25,0.052235294,0.052235294,0.026117647,288.15
9691200,9.764706,0.05514187,0.05514187,0.027570935,288.15
9691500,10.279411,0.058048442,0.058048442,0.029024221,288.15
9691800,10.794118,0.060955018,0.060955018,0.030477509,288.15
9692100,13,0.07341176,0.07341176,0.03670588,288.15
9692400,16.333334,0.0922353,0.0922353,0.04611765,288.15
9692700,19.666666,0.111058824,0.111058824,0.055529412,288.15
9693000,23,0.12988235,0.12988235,0.064941175,288.15
9693300,35.5,0.20047058,0.20047058,0.10023529,288.15
9693600,45.5,0.25694117,0.25694117,0.12847058,288.15
9693900,66,0.37270588,0.37270588,0.18635294,288.15
9694200,101,0.5703529,0.5703529,0.28517646,288.15
9694500,147,0.83011764,0.83011764,0.41505882,288.15
9694800,210,1.1858823,1.1858823,0.59294116,288.15
9695100,292,1.6489412,1.6489412,0.8244706,288.15
9695400,338,1.9087058,1.9087058,0.9543529,288.15
9695700,355.5,2.0075295,2.0075295,1.0037647,288.15
9696000,366,2.0668235,2.0668235,1.0334117,288.15
9696300,372.8,2.1052234,2.1052234,1.0526117,288.15
9696600,383,2.1628234,2.1628234,1.0814117,288.15
9696900,382,2.1571765,2.1571765,1.0785882,288.15
9697200,388,2.1910589,2.1910589,1.0955294,288.15
9697500,388,2.1910589,2.1910589,1.0955294,288.15
9697800,395.33334,2.2324705,2.2324705,1.1162353,288.15
9698100,401,2.2644706,2.2644706,1.1322353,288.15
9698400,407,2.298353,2.298353,1.1491765,288.15
9698700,385,2.1741176,2.1741176,1.0870588,288.15
9699000,387,2.1854117,2.1854117,1.0927058,288.15
9699300,423,2.388706,2.388706,1.194353,288.15
9699600,429.625,2.4261177,2.4261177,1.2130588,288.15
9699900,429,2.4225883,2.4225883,1.2112942,288.15
9700200,421.5,2.3802352,2.3802352,1.1901176,288.15
9700500,441,2.4903529,2.4903529,1.2451764,288.15
9700800,449.66666,2.539294,2.539294,1.269647,288.15
9701100,445,2.5129411,2.5129411,1.2564706,288.15
9701400,489.25,2.7628236,2.7628236,1.3814118,288.15
9701700,493.66666,2.7877648,2.7877648,1.3938824,288.15
9702000,525,2.964706,2.964706,1.482353,288.15
9702300,534,3.0155294,3.0155294,1.5077647,288.15
9702600,523,2.9534118,2.9534118,1.4767059,288.15
9702900,517,2.9195294,2.9195294,1.4597647,288.15
9703200,518,2.9251764,2.9251764,1.4625882,288.15
9703500,525.5,2.9675293,2.9675293,1.4837646,288.15
9703800,516,2.9138823,2.9138823,1.4569411,288.15
9704100,505,2.8517647,2.8517647,1.4258823,288.15
9704400,500,2.8235295,2.8235295,1.4117647,288.15
9704700,501,2.8291764,2.8291764,1.4145882,288.15
9705000,504,2.8461177,2.8461177,1.4230589,288.15
9705300,503.2,2.8416,2.8416,1.4208,288.15
9705600,503,2.8404706,2.8404706,1.4202353,288.15
9705900,513,2.8969412,2.8969412,1.4484706,288.15
9706200,508.5,2.8715293,2.8715293,1.4357647,288.15
9706500,494,2.789647,2.789647,1.3948236,288.15
9706800,488,2.7557647,2.7557647,1.3778824,288.15
9707100,478,2.699294,2.699294,1.349647,288.15
9707400,495,2.795294,2.795294,1.397647,288.15
9707700,487.33334,2.752,2.752,1.376,288.15
9708000,469.33334,2.650353,2.650353,1.3251765,288.15
9708300,484,2.7331765,2.7331765,1.3665882,288.15
9708600,485.33334,2.740706,2.740706,1.370353,288.15
9708900,501,2.8291764,2.8291764,1.4145882,288.15
9709200,528,2.981647,2.981647,1.4908235,288.15
9709500,567,3.2018824,3.2018824,1.6009412,288.15
9709800,575,3.2470589,3.2470589,1.6235294,288.15
9710100,593,3.3487058,3.3487058,1.6743529,288.15
9710400,599.5,3.3854117,3.3854117,1.6927059,288.15
9710700,604,3.4108236,3.4108236,1.7054118,288.15
9711000,602,3.3995295,3.3995295,1.6997647,288.15
9711300,594,3.354353,3.354353,1.6771765,288.15
9711600,600,3.3882353,3.3882353,1.6941177,288.15
9711900,607.8,3.4322824,3.4322824,1.7161412,288.15
9712200,613,3.461647,3.461647,1.7308235,288.15
9712500,601,3.3938823,3.3938823,1.6969411,288.15
9712800,580,3.275294,3.275294,1.637647,288.15
9713100,578,3.264,3.264,1.632,288.15
9713400,573,3.2357647,3.2357647,1.6178824,288.15
9713700,571.5,3.2272942,3.2272942,1.6136471,288.15
9714000,567,3.2018824,3.2018824,1.6009412,288.15
9714300,557,3.1454117,3.1454117,1.5727059,288.15
9714600,546,3.0832942,3.0832942,1.5416471,288.15
9714900,521.6,2.9455059,2.9455059,1.4727529,288.15
9715200,526,2.970353,2.970353,1.4851764,288.15
9715500,515.6667,2.912,2.912,1.456,288.15
9715800,502,2.8348236,2.8348236,1.4174118,288.15
9716100,500,2.8235295,2.8235295,1.4117647,288.15
9716400,477.5,2.6964705,2.6964705,1.3482352,288.15
9716700,491.5,2.7755294,2.7755294,1.3877647,288.15
9717000,485.5,2.741647,2.741647,1.3708235,288.15
9717300,479,2.7049413,2.7049413,1.3524706,288.15
9717600,483,2.7275295,2.7275295,1.3637648,288.15
9717900,479.66666,2.708706,2.708706,1.354353,288.15
9718200,481,2.7162354,2.7162354,1.3581177,288.15
9718500,479.8,2.7094588,2.7094588,1.3547294,288.15
9718800,460,2.597647,2.597647,1.2988235,288.15
9719100,450,2.5411766,2.5411766,1.2705883,288.15
9719400,440.33334,2.4865882,2.4865882,1.2432941,288.15
9719700,420,2.3717647,2.3717647,1.1858823,288.15
9720000,381,2.1515293,2.1515293,1.0757647,288.15
9720300,395,2.2305882,2.2305882,1.1152941,288.15
9720600,371,2.095059,2.095059,1.0475295,288.15
9720900,349,1.9708235,1.9708235,0.98541176,288.15
9721200,327.5,1.8494117,1.8494117,0.92470586,288.15
9721500,281,1.5868236,1.5868236,0.7934118,288.15
9721800,232,1.3101176,1.3101176,0.6550588,288.15
9722100,218,1.2310588,1.2310588,0.6155294,288.15
9722400,204,1.152,1.152,0.576,288.15
9722700,173.33333,0.97882354,0.97882354,0.48941177,288.15
9723000,174,0.98258823,0.98258823,0.49129412,288.15
9723300,155,0.8752941,0.8752941,0.43764704,288.15
9723600,111,0.62682354,0.62682354,0.31341177,288.15
9723900,105,0.59294116,0.59294116,0.29647058,288.15
9724200,101,0.5703529,0.5703529,0.28517646,288.15
9724500,93,0.52517647,0.52517647,0.26258823,288.15
9724800,87,0.49129412,0.49129412,0.24564706,288.15
9725100,83.333336,0.47058824,0.47058824,0.23529412,288.15
9725400,76.4,0.4314353,0.4314353,0.21571764,288.15
9725700,70.14286,0.39610085,0.39610085,0.19805042,288.15
9726000,68,0.384,0.384,0.192,288.15
9726300,65.85714,0.37189916,0.37189916,0.18594958,288.15
9726600,63.714287,0.3597983,0.3597983,0.17989916,288.15
9726900,61.6,0.34785882,0.34785882,0.17392941,288.15
9727200,59.6,0.33656472,0.33656472,0.16828236,288.15
9727500,57.6,0.3252706,0.3252706,0.1626353,288.15
9727800,55.6,0.31397647,0.31397647,0.15698823,288.15
9728100,53.333332,0.30117646,0.30117646,0.15058823,288.15
9728400,45.875,0.25905883,0.25905883,0.12952942,288.15
9728700,40.25,0.22729412,0.22729412,0.11364706,288.15
9729000,36.714287,0.20732774,0.20732774,0.10366387,288.15
9729300,34.565216,0.19519182,0.19519182,0.09759591,288.15
9729600,32.391304,0.1829156,0.1829156,0.0914578,288.15
9729900,30.217392,0.17063938,0.17063938,0.08531969,288.15
9730200,28.043478,0.15836318,0.15836318,0.07918159,288.15
9730500,25.869566,0.14608696,0.14608696,0.07304348,288.15
9730800,23.615385,0.13335747,0.13335747,0.06667873,288.15
9731100,21.307692,0.12032579,0.12032579,0.060162894,288.15
9731400,19,0.10729412,0.10729412,0.05364706,288.15
9731700,18.23077,0.10295022,0.10295022,0.05147511,288.15
9732000,17.461538,0.09860633,0.09860633,0.049303167,288.15
9732300,16.692308,0.09426244,0.09426244,0.04713122,288.15
9732600,15.923077,0.089918554,0.089918554,0.044959277,288.15
9732900,15.153846,0.085574664,0.085574664,0.042787332,288.15
9733200,14.384615,0.08123077,0.08123077,0.040615384,288.15
9733500,13.615385,0.07688688,0.07688688,0.03844344,288.15
9733800,12.846154,0.07254299,0.07254299,0.036271494,288.15
9734100,12.076923,0.0681991,0.0681991,0.03409955,288.15
9734400,11.307693,0.0638552,0.0638552,0.0319276,288.15
9734700,10.538462,0.05951131,0.05951131,0.029755656,288.15
9735000,9.769231,0.05516742,0.05516742,0.02758371,288.15
9735300,9,0.05082353,0.05082353,0.025411764,288.15
9735600,8.230769,0.04647964,0.04647964,0.02323982,288.15
9735900,7.4615383,0.042135745,0.042135745,0.021067873,288.15
9736200,6.6923075,0.037791856,0.037791856,0.018895928,288.15
9736500,5.923077,0.033447962,0.033447962,0.016723981,288.15
9736800,5.1538463,0.029104073,0.029104073,0.014552036,288.15
9737100,4.7647057,0.026906574,0.026906574,0.013453287,288.15
9737400,4.470588,0.025245674,0.025245674,0.012622837,288.15
9737700,4.1764708,0.023584776,0.023584776,0.011792388,288.15
9738000,3.8823528,0.021923875,0.021923875,0.010961938,288.15
9738300,3.5882354,0.020262975,0.020262975,0.010131488,288.15
9738600,3.2941177,0.018602077,0.018602077,0.009301038,288.15
9738900,3,0.016941177,0.016941177,0.008470588,288.15
9739200,2.7058823,0.015280277,0.015280277,0.0076401383,288.15
9739500,2.4117646,0.013619377,0.013619377,0.0068096886,288.15
9739800,2.1176472,0.011958477,0.011958477,0.0059792385,288.15
9740100,1.8235294,0.010297578,0.010297578,0.005148789,288.15
9740400,1.5294118,0.008636679,0.008636679,0.0043183393,288.15
9740700,1.2352941,0.0069757784,0.0069757784,0.0034878892,288.15
9741000,0.6666667,0.003764706,0.003764706,0.001882353,288.15
9741300,0.01898734,0.00010722264,0.00010722264,5.361132e-05,288.15
9741600,0.050632913,0.00028592703,0.00028592703,0.00014296352,288.15
9741900,0.08227848,0.00046463142,0.00046463142,0.00023231571,288.15
9742200,0.11392405,0.0006433358,0.0006433358,0.0003216679,288.15
9742500,0.14556962,0.0008220402,0.0008220402,0.0004110201,288.15
9742800,0.17721519,0.0010007446,0.0010007446,0.0005003723,288.15
9743100,0.20886075,0.001179449,0.001179449,0.0005897245,288.15
9743400,0.24050634,0.0013581534,0.0013581534,0.0006790767,288.15
9743700,0.2721519,0.0015368578,0.0015368578,0.0007684289,288.15
9744000,0.30379745,0.0017155622,0.0017155622,0.0008577811,288.15
9744300,0.33544305,0.0018942666,0.0018942666,0.0009471333,288.15
9744600,0.36708862,0.0020729708,0.0020729708,0.0010364854,288.15
9744900,0.39873418,0.0022516754,0.0022516754,0.0011258377,288.15
9745200,0.43037975,0.0024303799,0.0024303799,0.0012151899,288.15
9745500,0.4620253,0.0026090841,0.0026090841,0.0013045421,288.15
9745800,0.49367088,0.0027877886,0.0027877886,0.0013938943,288.15
9746100,0.5253165,0.002966493,0.002966493,0.0014832465,288.15
9746400,0.556962,0.0031451974,0.0031451974,0.0015725987,288.15
9746700,0.5886076,0.0033239017,0.0033239017,0.0016619508,288.15
9747000,0.62025315,0.0035026062,0.0035026062,0.0017513031,288.15
9747300,0.65189874,0.0036813105,0.0036813105,0.0018406552,288.15
9747600,0.6835443,0.003860015,0.003860015,0.0019300075,288.15
9747900,0.7151899,0.0040387195,0.0040387195,0.0020193597,288.15
9748200,0.7468355,0.0042174235,0.0042174235,0.0021087117,288.15
9748500,0.778481,0.004396128,0.004396128,0.002198064,288.15
9748800,0.8101266,0.0045748325,0.0045748325,0.0022874163,288.15
9749100,0.84177214,0.004753537,0.004753537,0.0023767685,288.15
9749400,0.87341774,0.004932241,0.004932241,0.0024661205,288.15
9749700,0.9050633,0.0051109456,0.0051109456,0.0025554728,288.15
9750000,0.93670887,0.00528965,0.00528965,0.002644825,288.15
9750300,0.9683544,0.0054683546,0.0054683546,0.0027341773,288.15
9750600,1,0.0056470586,0.0056470586,0.0028235293,288.15
9750900,1.0316455,0.005825763,0.005825763,0.0029128816,288.15
9751200,1.0632912,0.0060044676,0.0060044676,0.0030022338,288.15
9751500,1.0949367,0.006183172,0.006183172,0.003091586,288.15
9751800,1.1265823,0.0063618766,0.0063618766,0.0031809383,288.15
9752100,1.1582278,0.0065405807,0.0065405807,0.0032702903,288.15
9752400,1.1898735,0.006719285,0.006719285,0.0033596426,288.15
9752700,1.221519,0.0068979897,0.0068979897,0.0034489948,288.15
9753000,1.2531645,0.007076694,0.007076694,0.003538347,288.15
9753300,1.2848102,0.007255398,0.007255398,0.003627699,288.15
9753600,1.3164557,0.0074341027,0.0074341027,0.0037170514,288.15
9753900,1.3481013,0.007612807,0.007612807,0.0038064036,288.15
9754200,1.3797468,0.0077915117,0.0077915117,0.0038957559,288.15
9754500,1.4113925,0.007970216,0.007970216,0.003985108,288.15
9754800,1.443038,0.008148921,0.008148921,0.0040744604,288.15
9755100,1.4746835,0.008327625,0.008327625,0.0041638124,288.15
9755400,1.506329,0.008506329,0.008506329,0.0042531644,288.15
9755700,1.5379747,0.008685034,0.008685034,0.004342517,288.15
9756000,1.5696203,0.008863738,0.008863738,0.004431869,288.15
9756300,1.6012658,0.009042442,0.009042442,0.004521221,288.15
9756600,1.6329114,0.009221147,0.009221147,0.0046105734,288.15
9756900,1.664557,0.009399851,0.009399851,0.0046999254,288.15
9757200,1.6962025,0.009578556,0.009578556,0.004789278,288.15
9757500,1.727848,0.00975726,0.00975726,0.00487863,288.15
9757800,1.7594937,0.009935964,0.009935964,0.004967982,288.15
9758100,1.7911392,0.010114669,0.010114669,0.0050573344,288.15
9758400,1.8227848,0.010293373,0.010293373,0.0051466865,288.15
9758700,1.8544304,0.010472078,0.010472078,0.005236039,288.15
9759000,1.886076,0.010650782,0.010650782,0.005325391,288.15
9759300,1.9177215,0.010829486,0.010829486,0.005414743,288.15
9759600,1.949367,0.011008191,0.011008191,0.0055040955,288.15
9759900,1.9810127,0.011186895,0.011186895,0.0055934475,288.15
9760200,2.012658,0.011365599,0.011365599,0.0056827995,288.15
9760500,2.044304,0.011544304,0.011544304,0.005772152,288.15
9760800,2.0759494,0.011723008,0.011723008,0.005861504,288.15
9761100,2.107595,0.011901713,0.011901713,0.0059508565,288.15
9761400,2.1392405,0.012080417,0.012080417,0.0060402085,288.15
9761700,2.170886,0.012259121,0.012259121,0.0061295605,288.15
9762000,2.2025316,0.012437826,0.012437826,0.006218913,288.15
9762300,2.234177,0.01261653,0.01261653,0.006308265,288.15
9762600,2.265823,0.012795234,0.012795234,0.006397617,288.15
9762900,2.2974684,0.012973939,0.012973939,0.0064869695,288.15
9763200,2.329114,0.013152643,0.013152643,0.0065763216,288.15
9763500,2.3607595,0.013331348,0.013331348,0.006665674,288.15
9763800,2.392405,0.013510052,0.013510052,0.006755026,288.15
9764100,2.4240506,0.013688756,0.013688756,0.006844378,288.15
9764400,2.455696,0.013867461,0.013867461,0.0069337306,288.15
9764700,2.487342,0.014046165,0.014046165,0.0070230826,288.15
9765000,2.5189874,0.01422487,0.01422487,0.007112435,288.15
9765300,2.550633,0.014403574,0.014403574,0.007201787,288.15
9765600,2.5822785,0.014582278,0.014582278,0.007291139,288.15
9765900,2.613924,0.014760983,0.014760983,0.0073804916,288.15
9766200,2.6455696,0.014939687,0.014939687,0.0074698436,288.15
9766500,2.677215,0.015118391,0.015118391,0.0075591956,288.15
9766800,2.7088609,0.015297096,0.015297096,0.007648548,288.15
9767100,2.7405064,0.0154758,0.0154758,0.0077379,288.15
9767400,2.772152,0.015654504,0.015654504,0.007827252,288.15
9767700,2.8037975,0.015833208,0.015833208,0.007916604,288.15
9768000,2.835443,0.016011914,0.016011914,0.008005957,288.15
9768300,2.8670886,0.016190618,0.016190618,0.008095309,288.15
9768600,2.898734,0.016369322,0.016369322,0.008184661,288.15
9768900,2.9303796,0.016548026,0.016548026,0.008274013,288.15
9769200,2.9620254,0.01672673,0.01672673,0.008363365,288.15
9769500,2.993671,0.016905436,0.016905436,0.008452718,288.15
9769800,4.6,0.02597647,0.02597647,0.012988235,288.15
9770100,6.6,0.037270587,0.037270587,0.018635293,288.15
9770400,7.4768214,0.04222205,0.04222205,0.021111025,288.15
9770700,8.072847,0.045587845,0.045587845,0.022793923,288.15
9771000,8.668874,0.04895364,0.04895364,0.02447682,288.15
9771300,9.2649,0.052319437,0.052319437,0.026159719,288.15
9771600,9.860928,0.055685237,0.055685237,0.027842619,288.15
9771900,10.456954,0.059051033,0.059051033,0.029525517,288.15
9772200,11.05298,0.06241683,0.06241683,0.031208415,288.15
9772500,11.649007,0.06578263,0.06578263,0.032891314,288.15
9772800,12.245033,0.06914842,0.06914842,0.03457421,288.15
9773100,12.84106,0.07251422,0.07251422,0.03625711,288.15
9773400,13.437086,0.07588001,0.07588001,0.037940007,288.15
9773700,14.033113,0.07924581,0.07924581,0.039622907,288.15
9774000,14.629139,0.082611606,0.082611606,0.041305803,288.15
9774300,15.225165,0.085977405,0.085977405,0.042988703,288.15
9774600,15.821192,0.089343205,0.089343205,0.044671603,288.15
9774900,16.41722,0.092709,0.092709,0.0463545,288.15
9775200,17.013245,0.0960748,0.0960748,0.0480374,288.15
9775500,17.609272,0.09944059,0.09944059,0.049720295,288.15
9775800,18.205297,0.10280639,0.10280639,0.051403195,288.15
9776100,18.801325,0.10617219,0.10617219,0.053086095,288.15
9776400,19.39735,0.10953798,0.10953798,0.05476899,288.15
9776700,19.993378,0.11290378,0.11290378,0.05645189,288.15
9777000,20.589403,0.11626957,0.11626957,0.058134787,288.15
9777300,21.18543,0.11963537,0.11963537,0.059817687,288.15
9777600,21.781458,0.123001166,0.123001166,0.061500583,288.15
9777900,22.377483,0.12636696,0.12636696,0.06318348,288.15
9778200,22.97351,0.12973276,0.12973276,0.06486638,288.15
9778500,23.569536,0.13309856,0.13309856,0.06654928,288.15
9778800,24.165564,0.13646436,0.13646436,0.06823218,288.15
9779100,24.76159,0.13983016,0.13983016,0.06991508,288.15
9779400,28.692308,0.16202715,0.16202715,0.081013575,288.15
9779700,34.846153,0.19677828,0.19677828,0.09838914,288.15
9780000,41,0.23152941,0.23152941,0.11576471,288.15
9780300,81,0.45741177,0.45741177,0.22870588,288.15
9780600,108,0.60988235,0.60988235,0.30494118,288.15
9780900,167,0.94305885,0.94305885,0.47152942,288.15
9781200,248,1.4004706,1.4004706,0.7002353,288.15
9781500,346,1.9538823,1.9538823,0.97694117,288.15
9781800,413,2.3322353,2.3322353,1.1661177,288.15
9782100,456,2.575059,2.575059,1.2875295,288.15
9782400,474,2.6767058,2.6767058,1.3383529,288.15
9782700,485.33334,2.740706,2.740706,1.370353,288.15
9783000,499,2.8178823,2.8178823,1.4089411,288.15
9783300,511,2.885647,2.885647,1.4428235,288.15
9783600,512,2.891294,2.891294,1.445647,288.15
9783900,528,2.981647,2.981647,1.4908235,288.15
9784200,558,3.151059,3.151059,1.5755295,288.15
9784500,556,3.1397648,3.1397648,1.5698824,288.15
9784800,563.3333,3.1811764,3.1811764,1.5905882,288.15
9785100,609,3.4390588,3.4390588,1.7195294,288.15
9785400,625,3.5294118,3.5294118,1.7647059,288.15
9785700,637,3.5971766,3.5971766,1.7985883,288.15
9786000,643.5,3.6338823,3.6338823,1.8169411,288.15
9786300,646.5,3.6508236,3.6508236,1.8254118,288.15
9786600,643.5,3.6338823,3.6338823,1.8169411,288.15
9786900,651,3.6762352,3.6762352,1.8381176,288.15
9787200,679,3.834353,3.834353,1.9171765,288.15
9787500,666.3333,3.7628236,3.7628236,1.8814118,288.15
9787800,671.5,3.792,3.792,1.896,288.15
9788100,678,3.8287058,3.8287058,1.9143529,288.15
9788400,672,3.7948236,3.7948236,1.8974118,288.15
9788700,684,3.8625882,3.8625882,1.9312941,294.15
9789000,696.6667,3.9341176,3.9341176,1.9670588,294.15
9789300,708,3.9981177,3.9981177,1.9990588,294.15
9789600,702,3.9642353,3.9642353,1.9821177,294.15
9789900,725,4.0941176,4.0941176,2.0470588,294.15
9790200,720,4.065882,4.065882,2.032941,294.15
9790500,715,4.0376472,4.0376472,2.0188236,294.15
9790800,717.6667,4.052706,4.052706,2.026353,294.15
9791100,718,4.0545883,4.0545883,2.0272942,294.15
9791400,722,4.0771766,4.0771766,2.0385883,294.15
9791700,726,4.099765,4.099765,2.0498824,294.15
9792000,731,4.128,4.128,2.064,294.15
9792300,731.5,4.1308236,4.1308236,2.0654118,294.15
9792600,738,4.1675296,4.1675296,2.0837648,294.15
9792900,729,4.116706,4.116706,2.058353,294.15
9793200,725.5,4.096941,4.096941,2.0484705,294.15
9793500,729,4.116706,4.116706,2.058353,294.15
9793800,727,4.1054115,4.1054115,2.0527058,294.15
9794100,719,4.0602355,4.0602355,2.0301178,294.15
9794400,679,3.834353,3.834353,1.9171765,294.15
9794700,693,3.9134119,3.9134119,1.9567059,294.15
9795000,662,3.738353,3.738353,1.8691765,294.15
9795300,664,3.7496471,3.7496471,1.8748236,294.15
9795600,684,3.8625882,3.8625882,1.9312941,294.15
9795900,758,4.2804704,4.2804704,2.1402352,294.15
9796200,799.5,4.5148234,4.5148234,2.2574117,294.15
9796500,812,4.5854115,4.5854115,2.2927058,294.15
9796800,823,4.6475296,4.6475296,2.3237648,294.15
9797100,832,4.698353,4.698353,2.3491764,294.15
9797400,835.6667,4.719059,4.719059,2.3595295,294.15
9797700,832.75,4.702588,4.702588,2.351294,294.15
9798000,829.3333,4.6832943,4.6832943,2.3416471,294.15
9798300,808,4.5628233,4.5628233,2.2814116,294.15
9798600,823,4.6475296,4.6475296,2.3237648,294.15
9798900,809,4.5684705,4.5684705,2.2842352,294.15
9799200,777,4.387765,4.387765,2.1938825,294.15
9799500,733,4.139294,4.139294,2.069647,294.15
9799800,736,4.156235,4.156235,2.0781176,294.15
9800100,744,4.2014117,4.2014117,2.1007059,294.15
9800400,733.3333,4.1411767,4.1411767,2.0705884,294.15
9800700,713,4.026353,4.026353,2.0131764,294.15
9801000,717.6667,4.052706,4.052706,2.026353,294.15
9801300,718,4.0545883,4.0545883,2.0272942,294.15
9801600,710.5,4.012235,4.012235,2.0061176,294.15
9801900,717.6667,4.052706,4.052706,2.026353,294.15
9802200,719,4.0602355,4.0602355,2.0301178,294.15
9802500,700,3.9529412,3.9529412,1.9764706,294.15
9802800,678,3.8287058,3.8287058,1.9143529,294.15
9803100,690,3.8964705,3.8964705,1.9482353,294.15
9803400,695,3.924706,3.924706,1.962353,294.15
9803700,691.3333,3.904,3.904,1.952,294.15
9804000,682,3.851294,3.851294,1.925647,294.15
9804300,672,3.7948236,3.7948236,1.8974118,294.15
9804600,661,3.7327058,3.7327058,1.8663529,294.15
9804900,643,3.631059,3.631059,1.8155295,294.15
9805200,603,3.4051764,3.4051764,1.7025882,294.15
9805500,564,3.1849413,3.1849413,1.5924706,294.15
9805800,529,2.9872942,2.9872942,1.4936471,294.15
9806100,507,2.8630588,2.8630588,1.4315294,294.15
9806400,462,2.608941,2.608941,1.3044705,294.15
9806700,472,2.6654117,2.6654117,1.3327059,294.15
9807000,471,2.6597648,2.6597648,1.3298824,294.15
9807300,465,2.6258824,2.6258824,1.3129412,294.15
9807600,451,2.5468235,2.5468235,1.2734118,294.15
9807900,424,2.394353,2.394353,1.1971765,294.15
9808200,396,2.2362354,2.2362354,1.1181177,294.15
9808500,354,1.9990588,1.9990588,0.9995294,294.15
9808800,318,1.7957647,1.7957647,0.89788234,294.15
9809100,270,1.5247059,1.5247059,0.76235294,294.15
9809400,248,1.4004706,1.4004706,0.7002353,294.15
9809700,181,1.0221176,1.0221176,0.5110588,294.15
9810000,154,0.8696471,0.8696471,0.43482354,294.15
9810300,137.33333,0.7755294,0.7755294,0.3877647,294.15
9810600,121,0.6832941,0.6832941,0.34164706,294.15
9810900,110.833336,0.6258823,0.6258823,0.31294116,294.15
9811200,105,0.59294116,0.59294116,0.29647058,294.15
9811500,94.666664,0.5345882,0.5345882,0.2672941,294.15
9811800,92.44444,0.52203923,0.52203923,0.26101962,294.15
9812100,89.71429,0.50662184,0.50662184,0.25331092,294.15
9812400,83,0.4687059,0.4687059,0.23435295,294.15
9812700,81.46154,0.4600181,0.4600181,0.23000905,294.15
9813000,79.92308,0.4513303,0.4513303,0.22566515,294.15
9813300,75,0.42352942,0.42352942,0.21176471,294.15
9813600,70.5,0.39811766,0.39811766,0.19905883,294.15
9813900,66,0.37270588,0.37270588,0.18635294,294.15
9814200,64.63636,0.36500534,0.36500534,0.18250267,294.15
9814500,63.272728,0.3573048,0.3573048,0.1786524,294.15
9814800,61,0.3444706,0.3444706,0.1722353,294.15
9815100,56,0.3162353,0.3162353,0.15811765,294.15
9815400,51,0.288,0.288,0.144,294.15
9815700,40,0.22588235,0.22588235,0.112941176,294.15
9816000,34.5,0.19482353,0.19482353,0.09741177,294.15
9816300,33.25,0.1877647,0.1877647,0.09388235,294.15
9816600,24.25,0.13694118,0.13694118,0.06847059,294.15
9816900,18.333334,0.10352941,0.10352941,0.051764704,294.15
9817200,16.666666,0.09411765,0.09411765,0.047058824,294.15
9817500,15,0.08470588,0.08470588,0.04235294,294.15
9817800,13.333333,0.075294115,0.075294115,0.037647057,294.15
9818100,9.8,0.055341177,0.055341177,0.027670588,294.15
9818400,5.8,0.032752942,0.032752942,0.016376471,294.15
9818700,4.902439,0.02768436,0.02768436,0.01384218,294.15
9819000,4.780488,0.026995696,0.026995696,0.013497848,294.15
9819300,4.6585364,0.02630703,0.02630703,0.013153515,294.15
9819600,4.5365853,0.025618365,0.025618365,0.0128091825,294.15
9819900,4.414634,0.024929699,0.024929699,0.012464849,294.15
9820200,4.292683,0.024241032,0.024241032,0.012120516,294.15
9820500,4.1707315,0.023552367,0.023552367,0.011776184,294.15
